TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-128566,,Update the version of the json-schema-validator JAR file to the latest,Third Party Updates,,,,"The json-schema-validator library provides functionality to validate a JSON or YAML file against a JSON Schema file. (YAML files also use JSON schemas). At present, it is used in the Cúram product to validate a YAML configuration file used by GraphQL, and is included in the Cúram REST infrastructure deliverable.

The version of the json-schema-validator library has now been updated from 1.0.72 to 1.0.86. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the  json-schema-validator JAR file has been updated.
* EJBServercomponentsRestgraphql_lib/json-schema-validator-1.0.72.jar  - old JAR removed.
* EJBServercomponentsRestgraphql_lib/json-schema-validator-1.0.86.jar  - new JAR added. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128564,,Update the version of the htmlcleaner JAR file to the latest,Third Party Updates,,,,"The htmlcleaner library is an HTML parser written in Java. It transforms dirty HTML to well-formed XML following the same rules that most web-browsers use. It is used in Cúram as part of Ant tasks used to generate documentation.

The version of the htmlcleaner library has now been updated from 2.28 to 2.29. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the htmlcleaner JAR file has been updated.
* CuramCDEJ/lib/ext/jar/htmlcleaner-2.28.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/htmlcleaner-2.29.jar  - new JAR added. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128562,,Update the version of the commons-configuration JAR file to the latest,Third Party Updates,,,,"The Apache Commons Configuration package contains tools to assist in the reading of configuration/preferences files in various formats. The library is used in Cúram in a variety of places for XML configuration processing. It is mainly used in the client project for processing the various configuration files for Client Widgets.

The version of the commons configuration library has now been updated from 2.8.0 to 2.9.0. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third_party_version.properties  - the version of the commons configuration JAR file has been updated.
* CuramCDEJ/lib/ext/jar/commons-configuration-2.8.0.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/commons-configuration-2.9.0.jar - new JAR added. 


We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128558,,Update the version of the log4j JAR files to the latest,Third Party Updates,,,,"Apache Log4j is a Java-based logging utility that is used as the logging provider for the Cúram product.

The version of the Log4j used by the Cúram application has now been updated from 2.17.1 to 2.20.0. This new JAR file contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made to the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified Log4j JAR files have been updated.
* CuramSDEJliblog4j-api-2.20.0.jar - new JAR added.
* CuramSDEJliblog4j-api-2.17.1.jar - old JAR removed.
* CuramSDEJliblog4j-core-2.20.0.jar - new JAR added.
* CuramSDEJliblog4j-core-2.17.1.jar - old JAR removed.
* CuramSDEJxmlserverlog4j-api-2.20.0.jar - new JAR added.
* CuramSDEJxmlserverlog4j-api-2.17.1.jar - old JAR removed.
* CuramSDEJxmlserverlog4j-core-2.20.0.jar - new JAR added.
* CuramSDEJxmlserverlog4j-core-2.17.1.jar - old JAR removed.
* CuramCDEJlibextjarlog4j-api-2.20.0.jar - new JAR added.
* CuramCDEJlibextjarlog4j-api-2.17.1.jar - old JAR removed.
* CuramCDEJlibextjarlog4j-core-2.20.0.jar - new JAR added.
* CuramCDEJlibextjarlog4j-core-2.17.1.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-128557,,Update the version of the liberty-ant-tasks JAR file to the latest,Third Party Updates,,,,"The liberty-ant-tasks JAR file provides tools used for managing and deploying Liberty applications using Ant scripts. It provides a set of Ant tasks that can be used to build, package, and deploy Liberty applications. In Cúram, the JAR file is used for precompiling JSPs as WebSphere Liberty does not have a native JSP Batch Precompiler similar to that of traditional WebSphere Application Server or WebLogic.

The version of the liberty-ant-tasks library has now been updated from 1.9.3 to 1.9.12. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the liberty-ant-tasks JAR file has been updated.
* CuramSDEJ/lib/liberty-ant-tasks-1.9.3.jar  - old JAR removed.
* CuramSDEJ/lib/liberty-ant-tasks-1.9.12.jar  - new JAR added. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128556,,Update the version of the jsoup JAR file to the latest,Third Party Updates,,,,"Jsoup is a Java library that is used to work with HTML. It provides an API for fetching URLs and extracting and manipulating data using HTML5 DOM methods and CSS selectors. The Cúram application uses the library for the parsing of HTML-formatted note content and in other areas of the application where user input content needs to be parsed and the content checked.

The version of the jsoup JAR that is used by Cúram has now been updated from 1.15.3 to 1.16.1. This new JAR file contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made in the Cúram deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the specified jsoup JAR file version has been updated.
* CuramSDEJlibjsoup-1.16.1.jar - new JAR added.
* CuramSDEJlibjsoup-1.15.3.jar - old JAR removed.
* CuramCDEJlibextjarjsoup-1.16.1.jar - new JAR added.
* CuramCDEJlibextjarjsoup-1.15.3.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-128555,,Update the version of the java-jwt JAR file to the latest,Third Party Updates,,,,"The java-jwt library is a Java implementation of JSON Web Token (JWT). It provides a mechanism for creating the JWT token using an algorithm defining how the token is signed and verified. Cúram uses the java-jwt library for the creation and verification of the JWT token. 

The version of the java-jwt library has now been updated from 3.15.0 to 4.4.0. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the java-jwt JAR file has been updated.
* CuramSDEJ/lib/java-jwt-3.15.0.jar  - old JAR removed.
* CuramSDEJ/lib/java-jwt-4.4.0.jar  - new JAR added. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128550,,Update the versions of the Jackson JARs to the latest,Third Party Updates,,,,"The Jackson API contains multiple functions to read and build JSON using Java. It has data binding capabilities and provides a framework to serialize custom Java objects to JSON strings and deserialize JSON strings back into Java objects. The Java Development Environment (JDE) and the REST infrastructure utilize these utilities.

The versions of these JARs have now been updated from 2.15.0 to 2.15.2. As a result of this upgrade, the following changes have been made in the JDE and REST deliverables.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified Jackson JARs have been updated.
* CuramSDEJlibjackson-annotations-2.15.2.jar - version of the JAR updated.
* CuramSDEJlibjackson-core-2.15.2.jar - version of the JAR updated.
* CuramSDEJlibjackson-databind-2.15.2.jar - version of the JAR updated.
* CuramCDEJlibextjarjackson-annotations-2.15.2.jar - version of the JAR updated.
* CuramCDEJlibextjarjackson-core-2.15.2.jar - version of the JAR updated.
* CuramCDEJlibextjarjackson-databind-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsExtjackson-annotations-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsExtjackson-core-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsExtjackson-databind-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-base-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-json-provider-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestrestlibdependencyLibsCorejackson-module-jaxb-annotations-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestgraphql_libjackson-dataformat-yaml-2.15.2.jar - version of the JAR updated.
* EJBServercomponentsRestgraphql_libjackson-datatype-jdk8-2.15.2.jar - version of the JAR updated.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-128549,,Update the version of the dom4j JAR file to the latest version,Third Party Updates,,,,"dom4j is an open-source XML framework for Java. dom4j allows you to read, write, navigate, create, and modify XML documents. dom4j integrates with DOM and SAX and is integrated with full XPath support. It is used in Cúram in some of the client components and in many areas of the application where the requirement is to parse XML documents.

The version of the dom4j library has now been updated from 2.1.3 to 2.1.4. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the dom4j JAR file has been updated.
* CuramCDEJ/lib/ext/jar/dom4j-2.1.4.jar  - version of the JAR updated.
* CuramSDEJ/lib/dom4j-2.1.4.jar  - version of the JAR updated.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128548,,Update the version of the commons-codec JAR file to the latest version,Third Party Updates,,,,"The Apache Commons Codec package contains simple encoders and decoders for various formats such as Base64 and Hexadecimal. In addition to these widely used encoders and decoders, the commons-codec library also maintains a collection of phonetic encoding utilities.

The library is used in the Cúram application in a variety of places for Base64 encoding purposes, including the Client Development Environment for Java (CDEJ) general plugin infrastructure and the Microsoft (MS) Word Integration functionality.

The version of commons-codec used by Cúram has now been updated from 1.14 to 1.16.0.  The new version contains some defect fixes and minor enhancements.

As a result of this upgrade, the version of the commons-codec JAR has been updated in the following files in the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties
* CuramSDEJxmlserverthird_party_version.properties
* CuramCDEJlibcuramwebjspfile-edit-ie.jsp
* CuramCDEJlibcuraminstallersIBMCuramWordIntegrationAssistant.msi 

Other changes in the Cúram deliverable include:

* CuramCDEJlibextjarsignedsha-2commons-codec-1.16.0.jar - version of the JAR file has been updated.
* CuramCDEJlibextjarcommons-codec-1.16.0.jar - version of the JAR file has been updated.
* CuramSDEJlibcommons-codec-1.16.0.jar - version of the JAR file has been updated.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.


"
SPM-128544,,"For default nominees, incorrect validation displays when no destination bank account exists",CEF,Financial Management,,,"*Issue Description:*
When trying to set a case nominee as the default, where the case nominee has active bank account evidence but no destination bank account is set on the product delivery case, the expected validation is not displayed.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register person 1.
# Register person 2.
# Create an integrated case for person 2.
# Add a product delivery with a delivery pattern of 'Weekly in advance by EFT'.
# Add person 1 as a case nominee with a delivery pattern of EFT.
# Navigate to person 1, add Bank Account evidence.
# Expand person 1 nominee and attempt to set person 1 as the default nominee.
# Issue: The validation ?This nominee is already the default nominee for this case? is displayed instead of ?The default nominee could not be changed as the nominee <nominee name> has no bank account?.

*Resolution:*
The logic inside the API for setting the default nominee was updated to throw the correct validation where the delivery pattern on the product delivery is EFT, but no destination bank account exists for that case nominee.

"
SPM-128505,,IEG navigation using the add link and edit link may not be consistent for some script design patterns,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In IEG, the Universal Access React Application ?processing from summary' via the ?add link? and 'edit link? features was inconsistent depending on the script design and the navigation path the user had taken. In some scenarios, the navigation was incorrect when navigating from the summary to an add or edit page-set and back to the summary. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Create an IEG script.
# Include in the script a set of pages (2 or more) that create a record, for example, a set of pages to create an income record. Include a conditional page at the end of the set of pages which is driven by a conditional question on a previous page.
# Include a summary page that includes an ?add link? to create the record. Specify the start and end page for the ?add link?, and use the page that is wrapped in a conditional to be the end page.
# Run the script and select the ?add link? to create the record.
# Navigate through the set of pages, but select the conditional value that will hide the end page.
# Issue: When the ?end page? is hidden the script will not return to the summary page as expected, instead it will continue to the next page in the script. When using the ?edit link? in the above scenario the next page will be the next iteration of the loop; that is, you will begin editing the next record instead of returning to the summary page.

*Resolution:*
IEG has been improved to take account of more script design patterns and a wider range of user navigation paths when considering what the next page is when the user navigates so that the user is provided with a predictable user experience.

"
SPM-128466,,Include other repos in the File of Differences report,Product Documentation,,,,"*Issue Description:*
File of Differences report did not display user interface changes in previous reports.

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
The File of Differences report will now display user interface differences along with previous Cúram code differences.

"
SPM-128429,,Update deprecated code references from 8.0.4.0 to 8.1.0.0,CEF,,,,"*Issue Description:*
Deprecation markers added during deprecation activity for Version 8.1.0.0 contain the obsolete release tag of 8.0.4.0. This occurred because the release originally numbered from 8.0.4.0 was renumbered to 8.1.0.0.  There is no 8.0.4.0 release. 

*User Interface Impact:* No

*Resolution:*
The release tags have been updated to 8.1.0.0.

"
SPM-128422,,Editing a relationship from the IEG summary page edits incorrect person,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
If 3 or more household members exist, only the relationship page corresponding to the first household member is accessible. All other household member relationship edit links are incorrectly landing on the first household member. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Create a script with a relationship page element and a summary page that allows you to edit the relationships.
# Load a script with pre-populated data, including People and relationships
# Try to edit the relationship record for 1 of the additional Household members; that is, not the primary Household member.
# Issue: The edit link does not bring the user to the correct relationship record.

*Resolution:*
The IEG engine now links to the correct relationship record when the user clicks the edit relationship link on an IEG summary page.

"
SPM-128420,,Enable support for IEG script developer to delete entities via custom functions,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In IEG, directly deleting entities from the Datastore via custom functions is unsafe. When entities are deleted via the IEG user interface 'Delete' action the IEG state machine is updated to reflect this change. This is an important process to ensure that the IEG state machine remains in sync with the Datastore. 

*User Interface Impact:* No

*Steps to reproduce:* 

# A custom function deletes an entity from the datastore during the script execution. The custom function deletes the entities by directly removing them from the Datastore.

{noformat}@Override
public Adaptor getAdaptorValue(final RulesParameters rulesParameters)
    throws AppException, InformationalException {
    
    final IEG2Context ieg2Context = (IEG2Context) rulesParameters;
  final long rootEntityID = ieg2Context.getRootEntityID();
  final long executionID = ieg2Context.getExecutionID();
  final IEGScriptExecution scriptExecution =
  IEGScriptExecutionFactory.getInstance().getScriptExecutionObject(
    executionID);

  Datastore datastore = null;
  try {
    datastore =
      DatastoreFactory.newInstance().openDatastore(
        scriptExecution.getSchemaName());
  } catch (final NoSuchSchemaException e) {
    throw new AppException(IEG.ID_SCHEMA_NOT_FOUND);
  }
  final Entity applicationEntity = datastore.readEntity(rootEntityID);
  final EntityType assessmentEntityType =
    datastore.getEntityType(""""assessment"""");
  final Entity[] assessmentEntities =
    applicationEntity.getChildEntities(assessmentEntityType);

  for (int i = 0; i < assessmentEntities.length; i++) {
    // THIS IS UNSAFE
    assessmentEntities[i].delete();
  }
}{noformat}

2. The behaviour of IEG is unpredictable after this custom function as the IEG state machine is unaware of the entity deletion.  

*Resolution:*
In IEG, directly deleting entities from the Datastore via custom functions is unsafe. When entities are deleted via the IEG user interface 'Delete' action the IEG state machine is updated to reflect this change. This is an important process to ensure that the IEG state machine remains in sync with the Datastore. 

{noformat}@Override
public Adaptor getAdaptorValue(final RulesParameters rulesParameters)
    throws AppException, InformationalException {
    
  final IEG2Context ieg2Context = (IEG2Context) rulesParameters;
  final long rootEntityID = ieg2Context.getRootEntityID();
  final long executionID = ieg2Context.getExecutionID();
  final IEGScriptExecution scriptExecution =
  IEGScriptExecutionFactory.getInstance().getScriptExecutionObject(
    executionID);
    
  // Use the RulesParameters object to instantiate an instance of the IEGScript class  
  // which provides safe methods for manipulating the script execution state and   
  // associated Datastore.
  IEGScript iegScriptImpl = new IEGScript(rulesParameters);

  Datastore datastore = null;
  try {
    datastore =
      DatastoreFactory.newInstance().openDatastore(
        scriptExecution.getSchemaName());
  } catch (final NoSuchSchemaException e) {
    throw new AppException(IEG.ID_SCHEMA_NOT_FOUND);
  }
  final Entity applicationEntity = datastore.readEntity(rootEntityID);
  final EntityType assessmentEntityType =
    datastore.getEntityType(""""assessment);
  final Entity[] assessmentEntities =
    applicationEntity.getChildEntities(assessmentEntityType);

  for (int i = 0; i < assessmentEntities.length; i++) {
    // Safe method of removing Datastore entities via a custom function.
    iegScriptImpl.removeEntity(assessmentEntities[i].getUniqueID());
  }
}{noformat}

"
SPM-128419,DT036646,Error when modifying relationship records in pre-populated IEG renewal scripts,CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
In a pre-populated IEG script, the first attempt to edit a relationship record will fail with the error ID&#95;ACTION&#95;LINK&#95;PAGE&#95;NOT&#95;FOUND.

*User Interface Impact:* No

*Steps to Reproduce:*

# Create an IEG script that can be pre-populated with data.
# Include in the script a ?relationship page? and ensure the relationships have been defined for 2 or more household members in the pre-populated data.
# Include a summary page that includes a link to edit a relationship. The summary page must be accessible before traversing the relationship pages.
# Select the edit relationship link.
# Issue: The action will fail with the error ID&#95;ACTION&#95;LINK&#95;PAGE&#95;NOT&#95;FOUND. 

*Resolution:*
Now, when a relationship record has been pre-populated in an IEG script, the 'edit relationship' link will not fail when selected.

"
SPM-128400,DT036715," A search field where a really long value is selected will display with the text overlapping the search icon",Look and Feel,,,,"*Issue Description:*
When a long value is selected in a search field, the search text overlaps the search icon.

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as an administrator.
# Expand the Users section in the shortcuts panel and select User Search.
# Search for a known user's Organization Unit, for example, James Smith.
# Click edit and update the Organization Unit name to ?James Smith work unit - ALAW Test Really Long Name in Search Box to see how far this may overlap others.?
# Navigate back to user search and click the magnifying glass in the Organization Unit search field.
# Search for the Organization Unit updated in step 6.
# Select ?James Smith work unit - ALAW Test Really Long Name in Search Box to see how far this may overlap others.?
# Issue:  The long value in the search field overlaps the Search Icon.

*Resolution:*
This has been resolved, when a long value is selected in a search field, the selected value does not overlap the search icon.


"
SPM-128330,,"Double scrollbars on Recommend Action, Recommend Service, Recommend Referral and Recommend Group dialogs",CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
Double Scrollbars are displayed on Recommend Action, Recommend Service, Recommend Referral and Recommend Group modals.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Open shortcuts, expand Outcome Management and click Outcome Plans to open the Outcome Plans list in a new tab.
# On the Outcome Plans list, select an Outcome Plan to open it in a new tab. For example, the Self Sufficiency Outcome Plan.
# Open the Tab Actions Menu on the Outcome Plan.
# Issue 1:  Select the Recommend Action option. Double scrollbars are displayed on the Recommend Action modal.
# Issue 2: Select the Recommend Service option. Double scrollbars are displayed on the Recommend Service modal.
# Issue 3: Select the Recommend Referral option. Double scrollbars are displayed on the Recommend Referral modal.
# Issue 4: Select the Recommend Group option. Double scrollbars are displayed on the Recommend Group modal.

*Resolution:*
This issue has been resolved, double scrollbars are not displayed on the Recommend Action, Recommend Service, Recommend Referral and Recommend Group modals.

"
SPM-128323,DT036710,JavaScript files included in UIM through the SCRIPT_FILE tag are not loaded through the static content server when static content has been configured for that deployment,ENT,Technical Services,,,"*Issue Description:*
On an application server, when static content has been configured to be served from an HTTP server, JavaScript files included in UIM through the SCRIPT_FILE tag were not loaded from the static content URL context.  

*User Interface Impact:* No

*Steps to Reproduce:*

*Considering the following configured URL for the static content server:*

<STATIC&#95;CONTENT&#95;SERVER>
<URL>/CuramStatic/</URL>
</STATIC&#95;CONTENT&#95;SERVER>

*Example of how to load a Javascript file, MyJSFile.js, in a UIM:* 
<PAGE PAGE&#95;ID=""""MyPage"""" SCRIPT&#95;FILE="""" MyJSFile.js"""">

# On a deployment where static content is served from an HTTP server, access a page on the Cúram application that loads a JavaScript file through the SCRIPT&#95;FILE tag in its UIM, for example, PersonPhoto.js in the Person&#95;homePage.uim file.
# Log in as a caseworker and register a new Person.
# Open the browser Developer Tools, enable the Network logs, and reload the Person page for the newly created person.
# Verify the URL for the PersonPhoto.js has the path set to the static content URL context.
# Issue: The javascript files loading in UIMs are not downloaded from the static content URL context. The URL for the PersonPhoto.js is [https://<hostname>/Curam/CDEJ/jscript/PersonPhoto.js|https://yourStaticContentServer/Curam/CDEJ/jscript/PersonPhoto.js]

*Resolution:*
This issue has been resolved, and now the JavaScript files that are loaded in UIMs are downloaded from the HTTP server when static content is configured. The URL for the PersonPhoto.js used in the example above is now referring to the static content URL context: [https://<hostname>/<static_content_URL>/CDEJ/jscript/PersonPhoto.js|https://yourStaticContentServer/CuramStatic/CDEJ/jscript/PersonPhoto.js].
"
SPM-128266,,List column header text is blurred on standard or low resolution displays,Look and Feel,,,,"*Issue Description:*
Fonts in table column headers are blurred on standard or low resolution displays.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Person Search.
# Search for a Person.
# Issue: The table column headers on the search results page are blurred on standard or low-resolution displays.

*Resolution:*
Table column headers use the correct fonts and display more clearly.

"
SPM-128250,,"Incorrect input field styling in the Smart Panel ",Look and Feel,,,,"*Issue Description:*
The styling of the Smart Panel input field is not consistent with Version 8 styling, the input field background color is white instead of grey.

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as a caseworker.
# Register a person.
# Expand the Smart Panel on the Home tab.
# Issue: The styling of the Smart Panel input field is not consistent with the Version 8 styling, the background color is white instead of grey.

*Resolution:*
The Smart Panel input field is now consistent with Version 8 styling.

"
SPM-128238,,Focus is not visible when navigating checkboxes on multi-select lists,Accessibility,,,,"*Issue Description:*
The focus is not visible when navigating checkboxes on multi-select lists.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Select New Application from the actions menu.
# The New Application modal displays a list of programs, such as Cash Assistance, Food Assistance, and so on.
# Move focus to the checkboxes in the table, for example, by using the Tab key.
# Issue: The focus is not visible when it is on the multi-select checkboxes.

*Resolution:*
The focus is now visible when navigating checkboxes on multi-select lists.

"
SPM-128236,,Unnecessary white space in the Smart Panel compresses the Rich Text Editor,Look and Feel,,,,"*Issue Description:*
Unnecessary white space in the Smart Panel reduces the space that is available for the Rich Text Editor. The editor and toolbar elements appear compressed.  

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as a caseworker.
# Register a person.
# Expand the Smart Panel on the Home tab.  
# Issue: Unnecessary white space is seen around the Smart Panel resulting in less space being available for the Rich Text Editor. The editor and toolbar elements appear compressed.

*Resolution:*
White space has been removed from the Smart Panel to give more space to the Rich Text Editor. 

"
SPM-128021,DT036702,The page title is not including the page name when a validation message appears on search pages,Accessibility,,,,"*Issue Description:*
The page title does not include the page name when a validation message appears on search pages. The text ?(messages present)? and the application name is the only information displayed which does not provide enough context for screen reader users.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Person Search page.
# Note that the page title contains the page name.
# Run an empty search for a validation message to display.
# Issue: The page title does not contain the page name and only displays ?(messages present) - Merative Social Program Management?

*Resolution:*
The page name is now displayed in the page title when a validation message is present on a search page.

"
SPM-127948,,Adding a review distorts the context panel in a service of type Child Care,Accessibility,,,,"*Issue Description:*
Content overlaps in the child care service context panel when a provider and a report are added.  

*User Interface Impact:* Yes

*Steps to Reproduce:*

# Register a person from the Child Welfare application.
# Create an Ongoing Case.
# Create an outcome plan from the Ongoing Case, and update the progress.
# Navigate to Removals and Placements in the Ongoing Case and select Placement Request for a provider.
# Enter ?Foster Care? in the first field and scroll down and enter '%' in the Provider search to find 'Test Provider 1'.
# Add a Review to the outcome plan.
# Then on the outcome plan, navigate to Activities and select Services from the in-page. Create a New Service (Child Care).
# In this Child Care Service, add a review from the main menu.
# Submit and approve the child service.
# Issue: When the context panel refreshes, additional content is added which causes an issue where date information overlaps with the progress.

*Resolution:*
Styling related to the context panel layout has been corrected so this context no longer overlaps. 

"
SPM-127821,DT036687,Code table hierarchy does not specify the state ARIA attribute in the related combo boxes,Look and Feel,,,,"*Issue Description:*
When using a code table hierarchy, the state aria attribute aria-expanded (state) is not defined for the related combo boxes. This may cause issues for assistive technology users as the state of the combo boxes is not communicated. The aria-expanded (state) attribute indicates whether the element or another grouping element it controls is currently expanded or collapsed.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a system administrator.
# Select System Configurations and expand the shortcuts panel. 
# Expand the Communications section and select Microsoft Word Templates to open the Microsoft Word Templates page.
# Click on the New link to open the New Microsoft Word Template dialog.
#  Use the browser developer tools to inspect the HTML.
# Issue: The state ARIA attribute is not defined for the role combo box when the combo box is used in a code table hierarchy.

*Resolution:*
When using a code table hierarchy, the ARIA state attribute is defined for related combo boxes.

"
SPM-127781,DT036704,Context panel tooltip display issues,Look and Feel,,,,"*Issue Description:*
When you open a tooltip on a context panel, the tooltip displays incorrectly making it difficult to read the text. 

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Register a new Person. 
# On the Person tab, navigate to the Issues and Proceedings tab and create a new Incident.
# On the Person tab, select New Application Form from the tab level action menu.
# Complete the required fields and submit the application.
# Open the application and click the Incident icon beside the person avatar in the context panel.
# Issue: The close button has a border and is partly blocking the tooltip text and the background color on the tooltip is inconsistent. 

*Scenario 2:*

# Log in as a Child Welfare caseworker
# Register a new Person.
# On the Person tab, select New Case from the tab level action menu.
# Select a case type of Ongoing Case and click Save.
# On the Ongoing Case tab, click on the person avatar in the context panel and view the tooltip.
# Issue: The text 'United States' is cut off in the tooltip, the close button has a border and is partly blocking the tooltip text and the background color on the tooltip is inconsistent. 

*Resolution:*
Context panel tooltip display issues have been resolved and tooltips display as expected.

"
SPM-127691,DT036686,Radio button group form control does not correctly define relationship or mandatory fields,Accessibility,,,,"*Issue Description:*
On custom pages using the radio button group form control, the radio button group form control has no relationship between the label and the buttons. Additionally, when a user is tabbing through mandatory radio button form controls, the screen reader does not announce them as mandatory.

*User Interface Impact*: No

*Steps to Reproduce:* N/A

*Resolution:*
The radio button group form control has a relationship between the label and the buttons. Screen readers will now notify a user when a radio button group from control is marked as mandatory in a form.

*Technical:*
The issue was resolved by an update to rendered HTML of the radio button group form control, to properly group the buttons with the configured label. A data-testid is generated in the HTML which is intended for testing purposes.

"
SPM-127620,DT036679,An unhandled server exception error displays on the caseworker portal when changing the first member of the application from an applicant to non-applicant from the summary page,SOL,Income Support HCR,,,"*Issue Description:*
An unhandled server exception is displayed on the caseworker portal application when the user changes the first member of the application from an applicant to a non-applicant from the summary page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a person and create an Insurance Affordability Application.
# Enter all mandatory fields, set the applying for benefit question to Yes and enter an SSN for the person.
# Add a second household member, a child who is a US citizen, has an SSN, has no income and is applying for benefits.
# Under the Relationships section, select the first applicant as the parent of the second applicant.
# Enter all mandatory fields in the Household Information, Household Income and Additional Household Information sections.
# When arriving at the Summary screen, click on the Change link in the About Primary Applicant section.  
# Change the last answer, applying for benefit question to No, and click Next.  
# Do not enter the SSN and click Next.
# Navigate to the second member screen and Answer does this person live with you? to 'Yes' and click Next.
# Answer Yes to SSN field, enter SSN and answer Yes to US citizen for household member and click Next.
# Issue: An unhandled server exception is displayed. 

*Resolution:*
The IEG script will stop the user from changing the primary applicant to a non-applicant. The following message will be displayed. ?Application filer <applicant name> is indicated to be applying for coverage. The value once set cannot be changed. To make this change restart the application.?

"
