TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-125319,DT036288,Updating the name of a registered participant is not reflected in the contact list,CEF,Integrated Case Management,Participant Management,,"**Issue Description:**
When the name of a registered person that exists as a client contact is updated, the client contact name is not updated to reflect the name change.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a caseworker.
# Register a new Person (Jon Doe, for example).
# Search for and open an existing person (John Smith, for example).
# Navigate to the Client Contacts and select Contacts.
# Use the New page action to Create a contact from a registered participant 
# Search for and select Jon Doe as a contact.
# Navigate to the Jon Doe home page and click the Evidence tab.
# Edit the Names evidence and change the first name from Jon to John.
# Navigate back to John Smith's contacts and refresh the page.
# Issue: The name change is not reflected in the list of contacts. It still reads Jon Doe.

**Resolution:**
Edits to a registered participant's name are now reflected in the contacts listing for a registered person. 
"
SPM-125315,,Update to the latest version of the Rampart Axis 2 security library - esapi,Third Party Updates,,,,"Merative Social Program Management web services are based on Apache Axis2. With the Rampart security module of Axis2, Social Program Management web services can be secured for authentication, integrity (signature), confidentiality (encryption/decryption), and non-repudiation (timestamp). 

The version of one of the JAR files in Rampart has been updated. As a result of this update, the following changes have been made in the JDE Axis 2 deliverable.
* CuramSDEJlibaxis2esapi-2.4.0.0.jar - version updated from 2.2.3.1 to 2.4.0.0. 

Note that any references in custom scripts and other artifacts to the updated JAR file listed above must be updated. 
"
SPM-125312,DT036287,Update Apache Commons Lang JAR,Third Party Updates,,,,"The Apache Commons Lang JAR has been updated. This JAR provides a host of helper utilities for the java.lang API, notably String manipulation methods, basic numerical methods, object reflection, concurrency, creation and serialization and System properties. Additionally it contains basic enhancements to java.util.Date and a series of utilities dedicated to help with building methods, such as hashCode, toString and equals.
 * Apache Commons Lang JAR has been updated from 2.6 to 3.12.0.

The following JAR updates were also made due to dependencies on the Apache Commons Lang JAR:
 * Apache Commons Configuration JAR has been updated from 1.3 to 2.8.0.
 * json-schema-validator JAR has been updated from 0.1.5 to 1.0.72.
 * ical4j JAR has been updated from 1.0-beta4 to 3.2.1.
 * Apache Commons Text JAR has been added. The version is 1.10.0.

As a result of these upgrades, the following changes have been made in the JDE and REST deliverable.
 * CuramSDEJlibthird_party_version.properties - versions of the specified Apache Commons JARs updated.
 * CuramSDEJlibcommons-lang-3.12.0.jar - version of the JAR updated.

 * CuramCDEJlibextjarcommons-lang-3.12.0.jar - version of the JAR updated.
 * CuramCDEJlibextjarcommons-configuration-2.8.0.jar - version of the JAR updated.
 * CuramCDEJlibextjarcommons-text-1.10.0.jar - version of the JAR added. 
 * EJBServer/components/Rest/graphql_lib/json-schema-validator-1.0.72.jar - version of the JAR updated.
 * EJBServer/components/core/lib/ical4j-3.2.1.jar - version of the JAR updated.

Note that any references in custom scripts and other artifacts to the updated JAR files must be updated.

For more information about the changes associated with this update, see 'Updating the Apache Commons Lang and Apache Commons Configuration libraries' in the Cúram Upgrade Guide. 
"
SPM-125264,DT036286,Case worker is logged out from SPM if a second browser tab is opened to the login page,CEF,Application Development Environment,Core Development Infrastructure,,"**Issue Description:**
If a user logs into the SPM application on one browser tab and has a second browser tab opened on the SPM login page, any activity on the first browser tab such as opening My Cases from the Quick Links pod will redirect the user to the login page.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Open a browser tab and log into the SPM application. Wait for the application home page to finish loading in that tab.
 # Open a second browser tab and go to the SPM application login page but do not log in.
 # Return to the first browser tab and click 'My Cases...' on the Quick Links pod.
 # Issue: The user is immediately redirected to the SPM application login page in that browser tab.
 # Issue: No warning or logout confirmation screen is displayed to the user.

**Resolution:**
A user is no longer logged out from the SPM application if a second browser tab is opened to the SPM application login page after having previously logged into the application in another browser tab. Instead, if the user navigates between those tabs, the user will be able to perform the required actions in SPM and will not be automatically logged out. 
"
SPM-125256,DT036299,"When trace method enabled, authorizing an Insurance Affordability application produces an error log",CEF,Integrated Case Management,,,"**Issue Description:**
When the property curam.trace.methods is set to true, authorizing an Insurance Affordability application produces a Process Instance Error with a ClassCastException in the logs.

**User Interface Impact:** No

**Related WorkItems:** 125222, 125250

**Prerequisite(s):**
 # Log in as a system administrator.
 # Navigate to Property Administration under Application Data in the shortcuts panel.
 # Search for the property 'curam.trace.methods'.
 # Edit the value and set it to true. Save and then publish the change.

**Steps to Reproduce:**
 # Log in as an Insurance Affordability caseworker.
 # Register a new Person.
 # Create a new application with the mandatory information.
 # Authorize the application.
 # Issue: A Process Instance Error displays in the logs with a ClassCastException.

**Resolution:**
An exception is no longer produced in the logs when authorizing an Insurance Affordability application with tracing enabled. 
"
SPM-125255,,Batch launcher error when DB-to-JMS is enabled with WebSphere Liberty server,CEF,Application Development Environment,Server Development Environment,Batch Processing,"**Issue Description:**
The batch launcher fails when DB-to-JMS is enabled in conjunction with the WebSphere Liberty server.

When this occurs the server logs include one or both of the following messages:
* User ?UNAUTHENTICATED? does not have a role on CuramServer'
* java.lang.ClassCastException: curam.util.invoke.EJSLocal0SLEJBMethod_2b4572e3 incompatible with curam.util.invoke.Method 

**User Interface Impact:** No

**Steps to Reproduce:**
 # Set application property 'Database-to-jms - enable flag' to 'True'.
 # Set application property 'Database-to-jms - Notification batch launcher mode' to '1'.
 # Set application property 'Database-to-jms - Notification host name' and 'Database-to-jms - Notification port number' to reference an SPM application on WebSphere Liberty.
 # Run the batch launcher. 
 # Issue: [batchlauncher] A runtime exception occurred: An error occurred triggering the database-to-JMS server at '<host name>':'<port number>' (SSL mode: false). Note that properties `curam.batchlauncher.dbtojms.notification.host` and `curam.batchlauncher.dbtojms.notification.port` respectively must be set to the host and port number on which the Curam client application is deployed because the database to JMS server is part of the Curam client application.

**Resolution:**
When DB-to-JMS is enabled, the batch launcher can now authenticate with the server to obtain an LTPA token required by WebSphere Liberty to trigger a database-to-JMS transfer.

LTPA token usage is enabled by setting the application property 'Database-to-jms - Enable LTPA token usage for DB-to-JMS triggering'
(Technical ID: curam.batchlauncher.dbtojms.notification.ltpa) to 'True'.

To help with troubleshooting another property 'Database-to-jms - Enable tracing for DB-to-JMS triggering'
(Technical ID: curam.batchlauncher.dbtojms.notification.trace) is also now available. Setting this property to 'True' enables diagnostic logging for DB-to-JMS operations. Previously it was necessary to set the application-wide property 'Tracing level' (Technical ID: curam.trace) to 'trace_verbose' in order to activate this logging, which was less convenient. 
"
SPM-125250,,"When trace method is enabled, authorizing an Income Support product delivery produces an error",SOL,Income Support CGISS,,,"**Issue Description:**
When the property 'curam.trace.methods' is set to true, authorizing an Income Support Application produces an application error.

**User Interface Impact:** No

**Related WorkItems:** 125222, 125256

**Prerequisite(s):**
 # Log in as a system administrator.
 # Navigate to Property Administration under Application Data in the shortcuts panel.
 # Search for the property 'curam.trace.methods'.
 # Edit the value and set it to true. Save and then publish the change.

**Steps to Reproduce:**
 # Log in as an Income Support caseworker.
 # Register a new Person.
 # Create a new application, select Food Assistance, and complete the application.
 # Add Work Registration and Head of household evidence.
 # Set the application to Ready for Determination.
 # Check eligibility and authorize the application.
 # Issue: An application error is displayed.

**Resolution:**
An unhandled server exception is no longer produced when authorizing an Income Support application product delivery with tracing enabled.
"
SPM-125246,DT036247,Spinner disappears after 15 seconds even if the associated activity has not completed,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
The process spinner disappears after 15 seconds even if the associated activity has not completed indicating to the user that the process had finished when it is actually still running.

**User Interface Impact:** No

**Prerequisite(s):**
# Identify a process (Person Search, for example) that requires more than 15 seconds for the server to complete.

**Steps to Reproduce:**
# Log in as a caseworker.
# Select Person under Searches in the shortcuts panel.
# Enter the search criteria that will start the process identified in the Prerequisite(s) section.
# Issue: The progress spinner disappears after 15 seconds giving no indication to the user that the process is still running.

**Resolution:**
The progress spinner no longer terminates after 15 seconds.

**Technical:**
The maximum spinner timeout period can be increased by setting the 'curam.progress.widget.timeout.max' property to an appropriate value in the ApplicationConfiguration.properties file. The default spinner maximum timeout period is 90000 (90 seconds). 
"
SPM-125245,,Save and Cancel buttons disappear from the New Petition modal,SOL,Child Welfare,,,"**Issue Description:**
When a Child Welfare caseworker creates a new legal action but incorrectly populates the Participant and Respondent fields as the same person, the Save and Cancel buttons disappear from the New Petition modal.

**User Interface Impact:** No

**Prerequisite(s):**
# Legal Actions are configured.

**Steps to Reproduce:**
# Log in as a Child Welfare caseworker.
# Register a person and create an Ongoing Case.
# Open the ongoing case and navigate to the Legal tab.
# Select Legal actions and then click New.
# The New Legal Action modal is displayed.
# Select 'Petition' for the Legal Category and 'Petition to Transfer' for the Legal Action and click the Next button.
# Complete the mandatory fields and select the same person as participant and respondent and click Save.
# Issue: The buttons on the modal will disappear from view and the only resolution is to start the task of creating a New Legal Action again. 

**Resolution:**
The Save and Cancel buttons do not disappear from the New Petition modal when a new legal action is being created.
"
SPM-125238,PO09827,Incorrectly entered dates are converted to random dates in the application,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
When a user manually enters an incorrect date value into a date field on a form in the application, a seemingly random date is displayed.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a caseworker.
# Navigate to Person under Registration in the shortcuts panel.
# Manually enter an incorrect date into the Date of Birth field on the first step of the Register Person wizard.
# Click the Search button.
# Issue: An incorrect random date is generated and displayed in the field when the search is being done in the system.

**Resolution:**
When a user manually enters an incorrect date into a form within the application, an error message now notifies them that an incorrect date was entered. Users can enter a new date by clearing the incorrect date and manually entering the correct date.
"
SPM-125236,PO09836,The progress spinner is not displayed when fetching search results,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
When you click a Search button on a modal or wizard to search for data in the system, the progress spinner is not displayed to indicate that the search is in progress.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a caseworker.
# Navigate to Person under Searches in the shortcuts panel.
# Enter some search criteria into the fields provided in the form.
# Click the Search button.
# Issue: A progress spinner does not display as expected while the system fetches the data to populate the search results.

**Resolution:**
When a Search button on a modal or wizard is clicked to search for data in the system, the progress spinner is displayed to indicate that the search is in progress.
"
SPM-125234,PO09838,Custom search page with multiple searches display all of the search result counts on the first search list,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
Custom search pages with multiple searches display all of the search result counts on the first results list instead of displaying separate counts for each result list on the page. The search result count needs to be displayed on each results list to give the user context. 

**User Interface Impact:** No

**Prerequisite(s):**
# Set LIST_ROW_COUNT to true in the curam-config.xml configuration file.
# Customize Person_search1.uim and Person_search1.properties to have more than one LIST element.
# Rebuild and deploy the application.

**Steps to Reproduce:**
# Log in as a caseworker.
# Navigate to Person under Searches in the shortcuts panel.
# Search for an existing person (using search criteria such as Last Name).
# Issue: The first set of search results shows '(Number of Items: X)' twice, where X is the number of items in the list.

**Resolution:**
The search result count is now displayed separately on each list, which helps provide appropriate context to the user.

**Technical:**
When LIST_ROW_COUNT is configured in the application and when multiple lists are present on a page, the page correctly displays the search result count on each list separately. 
"
SPM-125233,PO09775,The date picker is unnecessarily opened when certain modal dialogs open,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
The date picker is activated by default when you open a modal dialog where the first field accepts a date value. The open date picker can block some of the modal dialog content that the user needs to see.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a caseworker.
# Register a new Person.
# Navigate to the Evidence tab and click the New page action.
# On the New Evidence modal, select the Add row-level action for Email Addresses.
# Issue: When the New Email Address modal dialog opens, the date picker for the Received Date field opens and blocks some content on the modal dialog.

**Resolution:**
When a user opens a modal dialog that has the date picker form control as the first field, the date picker stays closed until the user goes to the field and selects a date.
"
SPM-125222,DT036281,"When trace method is enabled, opening a modal to add static evidence produces an error",CEF,Common Intake,,,"**Issue Description:**
Adding static evidence results in the message 'An Application Error Has Occurred' being presented to the user as well as a ClassCastException in the server logs if the property 'curam.trace.methods' is set to true.

**User Interface Impact:** No

**Related WorkItems:** 125250, 125256

**Prerequisite(s):**
 # Log in as a system administrator.
 # Navigate to Property Administration under Application Data in the shortcuts panel.
 # Search for the property 'curam.trace.methods'.
 # Use the row-level action to edit the value and set it to true. Click Save.
 # Publish the changes.

**Steps to Reproduce:**
 # Log in as an Income Support caseworker.
 # Register a person and complete a new Income Support Application.
 # Open the Income Support application and navigate to the Evidence dashboard.
 # Add static evidence such as Work Registration Evidence.
 # Issue: When clicking to add Work Registration evidence, the following error is presented to the user 'An Application Error Has Occurred' together with a ClassCastException in the server logs.

**Resolution:**
This issue has been resolved and a ClassCastException is no longer produced in the server logs when opening a modal to add static evidence.
"
SPM-125221,DT036272,"FIELD element with CONTROL=""""SKIP"""" does not occupy space",CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
When the CONTROL attribute is set to SKIP on UIM FIELD elements,  blank fields are not displayed. This causes alignment and spacing issues when trying to position fields within clusters that have multiple rows.

**User Interface Impact:** No

**Prerequisite(s):**
 # A UIM page that contains FIELD elements within CLUSTERS that have a CONTROL attribute set to SKIP. In the example below, there is a 5-column cluster with SKIP FIELDS to align the BLANK FIELDS


<CLUSTER TITLE=""""Title"""" SHOW_LABELS=""""true"""">
<CLUSTER NUM_COLS=""""5"""" LAYOUT_ORDER=""""FIELD"""" LABEL_WIDTH=""""0"""" SHOW_LABELS=""""false"""">
<FIELD>
<CONNECT>
<TARGET NAME=""""ACTION"""" PROPERTY=""""subject""""/>
</CONNECT>
</FIELD>
<FIELD LABEL=""""Text"""">
<CONNECT>
<TARGET NAME=""""ACTION"""" PROPERTY=""""subject""""/>
</CONNECT>
</FIELD>
<FIELD ALIGNMENT=""""RIGHT"""">
<CONNECT>
<TARGET NAME=""""ACTION"""" PROPERTY=""""subject""""/>
</CONNECT>
</FIELD>
<FIELD>
<CONNECT>
<TARGET NAME=""""ACTION"""" PROPERTY=""""subject""""/>
</CONNECT>
</FIELD>
</CLUSTER>
<CLUSTER NUM_COLS=""""5"""" SHOW_LABELS=""""false"""">
<FIELD CONTROL=""""SKIP"""" />
<FIELD CONTROL=""""SKIP"""" />
<FIELD CONTROL=""""SKIP"""" />
<FIELD LABEL=""""Text"""" WIDTH=""""97"""">
<CONNECT>
<TARGET NAME=""""ACTION"""" PROPERTY=""""subject""""/>
</CONNECT>
</FIELD>
</CLUSTER>
</CLUSTER>


**Steps to Reproduce:**
 # Navigate to the application page detailed in the prerequisite(s) section above.
 # Issue: The text that should be displayed on the right of the cluster is not aligned correctly.

**Resolution:**
Using SKIP fields with this cluster configuration are now correctly aligned.
"
SPM-125220,,The initial focus is not visible when a modal dialog is opened in Edge Chromium,Accessibility,,,,"**Issue Description:**
When a modal dialog is opened, the initial location of the cursor should be displayed to the user. However, On Edge Chromium when a modal dialog is opened the initial focus for the cursor is not visible.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a new Person.
 # On the Person tab, select New Case from the tab actions menu.
 # Issue: The initial focus is not shown.

**Resolution:**
This issue has been resolved and now the initial focus is displayed on opening a modal dialog in Edge Chromium. 
"
SPM-125218,PO09810,Passive modal dialogs can display buttons when opened from a modal dialog,Look and Feel,,,,"**Issue Description:**
If a passive modal dialog (a modal dialog with no action controls), is opened from another modal dialog in the application, it incorrectly shows buttons from the previous modal dialog. Users can get confused and think that the buttons can be used in the new context.

**User Interface Impact:** No

**Steps to Reproduce:** N/A

**Resolution:**
The buttons are now hidden as expected in passive modal dialogs that open from a modal dialog in the application.
"
SPM-125213,PO09817,A button is displayed as a link where an ACTION_CONTROL has a nested CONDITION element,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
A button in the application is incorrectly displayed as a link if the corresponding ACTION_CONTROL element has a nested CONDITION element. For example, when a conditional Cancel button on a modal dialog is configured in UIM/VIM with a nested CONDITION element on an ACTION_CONTROL element that does not have TYPE=""""SUBMIT"""", it is not displayed correctly to the user.

**User Interface Impact:** No

**Prerequisite(s):**
# RegisterPerson_duplicateCheckForPDCWizard.uim is customized to have a Cancel button ACTION_CONTROL element that is a nested CONDITION element.

**Steps to Reproduce:**
# Log in as a caseworker.
# Navigate to and open the person registration wizard.
# Issue: The Cancel action button is displayed as a link. 

**Resolution:**
The button is correctly displayed on the customized page.

**Technical:**
The infrastructure that generates JavaServer Pages from UIM has been updated. A button on a modal dialog is now correctly rendered when the associated ACTION_CONTROL element has a nested CONDITION child element. 
"
SPM-125198,DT036280,Issue payments validates against primary bank account instead of the nominated bank account on the case,ENT,Financial Management,,,"**Issue Description:**

As part of financial payment processing, if an EFT delivery pattern is specified for a product delivery case, the system determines whether a valid bank account exists for the nominee before generating a payment. Currently when issuing payments, the system is incorrectly using the person?s preferred bank account rather than the nominated bank account identified on the case to perform this validation.

**User Interface Impact:** No 

**Steps to Reproduce:**
# Login as a caseworker.
# Register a new person.
# Create a Bank Account evidence record for the person, entering all mandatory details, specify a start and end date in the past and check the Preferred indicator.
# Create a second Bank Account evidence record for the person with a start date after the first Bank Account end date and do not specify an end date. 
# Create an integrated case and add any necessary evidence for eligibility.
# Create an associated product delivery, specifying an EFT delivery pattern.
# Navigate to the Financials tab and click Nominees.
# Select the row level action Change Bank Account for the existing Nominee record and choose the second Bank Account created above.
# Navigate to Certifications and edit the existing record, backdating the From Date to ensure a payment is generated. 
# Submit for Approval and Activate Case.
# Log in as a System Administrator.
# Expand Batch and select processes.
# Search for generate.
# Execute Generate Instruction Line items and Generate Instruments.
# Search for issue.
# Execute Issue Concern Payments and Process Payment Instrument Types.
# Run Batch processing.
# Login as a Caseworker.
# Open the Person homepage.
# Navigate to the Financial Transactions tab.
# Click Payments Issued.
# Issue 1: No payments were issued.
# Open the Employment Benefit case.
# Issue 2: No Last Payment is issued in the Context Panel.


**Resolution:**

This issue has been resolved by updating the logic which validates the Bank Account. The system will now correctly validate by using the bank account nominated on the case instead of always using the preferred Bank Account."
SPM-125193,DT036278,Microsoft Word does not open with the Curam File Edit feature on Chrome if AppData and Local AppData don't share the same parent folder,CEF,Business Services,,,"**Issue Description:**
Microsoft Word fails to launch and an error message appears on the screen after the 'Almost ready' message is displayed for users that have a remote Appdata folder and a default Local Appdata folder setting on their profile.

**User Interface Impact:** No

**Prerequisite(s):**
 # Windows user profile configured to have a remote Appdata folder and a default Local Appdata folder.
 # Install Microsoft Word.
 # Install a supported (supported for Social Program Management Word Integration) Java Runtime Environment.
 # Install Google Chrome.
 # Install and enable the Cúram File Edit Native Messaging Bridge Extension for Google Chrome. This is available on the Chrome Web Store.
 # Install the Social Program Management Word Integration Assistant. This is distributed with the Cúram Client Development Environment.
 # Log in as a system administrator.
 # Navigate to Microsoft Word Templates under Communications in the shortcuts panel.
 # Select the New page action to create a new Microsoft Word template.
 # Enter a name and template document ID for the template and upload a file to be used as the template.
 # Select a suitable category and sub-category. To allow the template to be used for any communication, set the category to All Communication and the subcategory to All Communications. Click Save.

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Search for and navigate to a Person home page.
 # Navigate to the Client Contact tab and click Communications.
 # Create a new Microsoft Word communication using the page-level action.
 # On the New Microsoft Word Communication modal, specify a Correspondent and click Next.
 # Enter the Subject and Address, choose the Template Name that was configured previously, and click Save.
 # The Word File Edit Screen is loaded in the Tab Content page and the File Edit Control Panel modal is shown.
 # Messages display including 'Almost ready'.
 # Issue: Microsoft Word fails to launch and an error message appears on the screen.

**Resolution:**
A new Word Integration Bridge installer has been released to address the issue when the user is configured to have a remote Appdata folder and a default Local Appdata folder.
"
SPM-125184,,Placeholder text has insufficient color contrast in certain Outcome Plan Activities in Outcome Plan Workspace,Accessibility,,,,"**Issue Description:**
The contrast ratio between placeholder text and its background for both Search Objectives and Search Activities in the Outcome Plan Workspace is insufficient.

**User Interface Impact:** No 

**Steps to Reproduce:**
 # Log in as a Child Services caseworker.
 # Register a Child and create an Ongoing Case.
 # Create an Outcome Plan from the Ongoing Case.
 # On the Outcome Plan, select the Workspace tab, navigate to Objectives, and click Search. Verify the contrast of placeholder text with its background color.
 # Issue: The contrast ratio between the placeholder text and its background does not meet the minimum search objectives and search activities guidelines.

**Resolution:**
The background color has been updated, so it is easier to see the placeholder text against the background on the activities in the Outcome Plan workspace for Search Objectives and Search Activities. 
"
SPM-125163,DT036273,"When an Income Support Integrated Case is closed, menu items which are no longer applicable remain enabled",CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
When an Income Support Integrated Case is closed, the menu items Close Case, Add Application, Add as Item of Interest, Re-add a Member and Add Member should be disabled but instead remain enabled.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an Income Support caseworker.
 # Register a new Person.
 # Create a new Income Support Case.
 # Close the Income Support Case.
 # Issue: The menu items Close Case, Add Application, Add as Item of Interest, Re-add a Member and Add a Member are enabled.

**Resolution:**
When an Income Support Integrated Case is closed, the menu items Close Case, Add Application, Add as Item of Interest, Re-add a Member and Add a Member are now disabled.
"
SPM-125161,,Corrupted PDF generated for Insurance Affordability applications submitted online in the caseworker application when PDF Summary Template enabled,ENT,Universal Access,,,"Issue Description:
A summary PDF template can be configured for use in creating PDF documents that are generated when an application is submitted. When the summary PDF template configuration is enabled, it is used for the generation of PDF documents for all scripts, without any exclusions. As a result, invalid PDFs were generated for non-supported IEG scripts that contained non-supported conditions as listed in the //Configuring the generic PDF summary template// section within the Configuring Curam Common Intake guide. For example, a corrupt PDF document was generated for the Insurance Affordability application IEG script because the script does not support summary PDF generation.

User Interface Impact:Yes

Steps to Reproduce:
 # Enable the new PDF summary template as documented in the //Configuring the generic PDF summary template// section within the Configuring Curam Common Intake guide.
 # Log in as an Insurance Affordability caseworker.
 # Register a new Person.
 # Submit an application for Insurance Affordability with minimum data.
 # Navigate to the Administration tab and select Attachments.
 # Download the PDF that is generated as part of the application case creation.
 # Issue: Observe that a corrupted PDF document is generated.

Resolution:
This issue is now resolved and the original data store PDF template is used to generate PDF documents for Insurance Affordability applications submitted in the online application when a summary PDF template is configured.

By default, the Insurance Affordability application IEG script is excluded from summary PDF generation through a new 'curam.intake.pdftemplate.iegsummarypagelayout.scriptexcludelist' environment variable. The environment variable defines a list of scripts to be excluded from summary PDF template generation if a summary PDF template is configured.
"
SPM-125160,,"Viewing a person?s application PDF displays an error ",SOL,Income Support,,,"**Issue Description:**
Selecting the View Application PDF row-level action for the application case listed under Applications within a Person tab results in an error.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an Income Support caseworker.
 # Register a new person.
 # Create and submit an Income Support application for the person.
 # On the person tab, navigate to Applications.
 # For the application case listed, select the View Application PDF row-level action.
 # Issue: An error message is displayed: 'ERROR: The file cannot be downloaded because the page '?Person_listApplicationsForPerson?' has not been configured in the FILE_DOWNLOAD_CONFIG section of curam-config.xml'.

**Resolution:**
The Application PDF can now be correctly viewed from within the Person tab.

**Technical:**
The issue was resolved by updating the FILE_DOWNLOAD configuration for the page in the curam-config.xml. 
"
SPM-125157,DT036270,Rich Text Editor removes highlighted text in the middle of a sentence without a warning message,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
When copying text from a Microsoft Word document, which includes highlighted text in the middle of the line, into the Rich Text Editor, the editor removes the highlighted text and no warning message is displayed.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a person.
 # Navigate to the Client Contact tab.
 # Create a New Note.
 # Copy and paste a partially highlighted sentence from a Microsoft Word Document into the entry field.
 # Issue: The highlighted words are removed without any warning.

**Resolution:**
The highlighted words are no longer removed. The issue has been resolved by updating the 'pastefromword' CKEditor plugin to a more recent version. 
"
SPM-125139,DT036263,Time Widget clears manually entered time values on pressing Tab,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
When a user manually enters a time into the Time Widget and presses Tab, the value entered is cleared and placeholder text is displayed.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Navigate to the Calendar.
 # Select New Activity from the page-level actions menu.
 # In the New Activity modal, navigate to the time widget by pressing the Tab keyboard navigation key.
 # Manually enter a value from the time drop-down list (for example, 00:00, 00:30, 01:00, 01.30 ...)
 # Press the Tab key to move to the next input field.
 # Issue: The entered time value is erased and the placeholder text HH:mm is displayed.

**Resolution:**
The time is now set correctly when a user enters a value manually into the Time Widget and presses the Tab keyboard navigation key.
"
SPM-125133,,A 'Null' button appears on the Preview Contract confirmation modal,ENT,Provider Management,,,"**Issue Description:**
When a caseworker views the Preview Contract confirmation modal, the 'Yes' button is incorrectly labelled as 'Null'. 

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a Provider Management manager.
 # Click My Providers under Provider in the shortcuts panel.
 # Click the Provider Reference Number hyperlink to open an existing provider in a new tab.
 # Click the Financial tab and select Contracts.
 # Create and generate a Utilization Contract for the contract to go to an Issued state.
 # Select the Preview row-level action for the Utilization Contract.
 # Issue: The 'Yes' button is incorrectly labelled as 'Null'.

**Resolution:**
The Preview Contract confirmation modal buttons are correctly labelled. 
"
SPM-125109,DT036254,Create Claim Representatives page not loading due to JSP Scriptlet page tag,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
The Create Claim Representatives page does not finish loading correctly, preventing user input.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a claim worker.
# Navigate to Cases and select New Case.
# Search for and select a registered person (John Smith, for example).
# Enter the values to create the claim.
# On the claim home page select Case Summary and then Case Representatives and click New.
# Select the Case Participant (John Smith, for example) and click Next.
# Issue: The page does not finish loading correctly preventing user input.

**Resolution:**
This issue has now been addressed and the Create Claim Representatives page now loads correctly.

**Technical:**
In the Workers Compensation component, WCO_createClaimRepresentatives.uim uses a JSP_SCRIPTLET tag, which has been updated to correctly render on pages where it is configured in UIM.
"
SPM-125042,PO08583,Non-scrollable clusters containing a widget table or a single field of type text area are not announced by a screen reader,Accessibility,,,,"**Issue Description:**
When a supported screen reader is used in the internal application, non-scrollable clusters containing a widget table or a single field of type text area are not announced.

**User Interface Impact**: No

**Steps to Reproduce:**

**Scenario 1:**
 # Enable a screen reader.
 # Log in as a Resource manager.
 # Enroll a New Provider.
 # Add a New Member to the provider.
 # Click the Training link of the Credentials tab for the provider.
 # Click the New Non-Managed Training Program link.
 # Issue: The context for the widget table at the end of the page is not announced by the screen reader when using the arrow keys.

**Scenario 2:**
 # Enable a screen reader.
# Log in as an adoption supervisor.
# Register a new Person.
# Create an Ongoing Case for the person.
# Create a New Adoption Case.
# Navigate to the text area field.
# Issue 1: The description for the text area field is not announced by the screen reader.
# Issue 2: The text area field is not announced by the screen reader.

**Resolution:**
A screen reader now announces the widget table and single field of type text area in a non-scrollable cluster.
"
SPM-125036,PO09773,REST API call with an unknown parameter succeeds without any error being returned,CEF,Technical Services,Rest,Infrastructure,"**Issue Description:**
When converting from JSON to Java objects, REST requests allow extra fields in the JSON request body that do not match attributes in the corresponding Java object. The extra fields are ignored and the request executes normally. 

**User Interface Impact:** No

**Steps to Reproduce:**
# Create a POST request to any REST API, populating the body with correct JSON data.
# Add an unknown field into the body of the JSON, 'whatever': 'adfafadf', for example.
# Send the request.
# Issue: The request executes normally and no error is returned. 

**Resolution:**
When converting from JSON to Java objects, REST requests no longer ignores the extra fields in the JSON request body and an error is returned.

**Technical:**
A system property 'curam.rest.fail.on.unknown.field' has been added to control this behavior. If this property is enabled, in the event that an unknown field is present in the JSON body of a REST request, the REST call will return an HTTP 400  response code with the following message: 'The request contains an unrecognized attribute.'. This property is disabled by default.

You can find more information about this property in the //Social Program Management REST API Guide//.
"
