TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-130269,,Active evidence list may include duplicates if using an Oracle database,ENT,Application Development Environment,Evidence Management,Infrastructure,"*Issue Description:*
The logic to list active evidence records for a case relies on the result of the corresponding SQL to return the evidence records in a specific order. On an Oracle database, this order is not guaranteed and can potentially result in duplicate items being returned from the API. The entity operation in question is EvidenceDescriptor.searchAllEvidenceInstancesByCaseStatusAndVerStatus().

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
The logic to list active evidence records has been updated to ensure the correct information is returned regardless of the order of the evidence records returned by the corresponding SQL query.

*Technical:*
The facades that depend on the updated logic are listed below:

* Evidence.listAllEvidence1()
* Evidence.listAllEvidenceByDateRangeAndType()
* Evidence.listOpenEvidenceByTypes()
* Evidence.listAllEvidenceByTypes()
* Evidence.listAllActiveEVDInstanceWorkspaceDtls()




"
SPM-130182,DT036753,Unnecessary line separator displayed on the caseworker inline pages,Look and Feel,,,,"*Issue Description:*
Unnecessary line separator displayed on the caseworker inline pages.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Evidence tab on the person.
# Expand a row in the evidence list.
# Issue: There are extra horizontal borders within the Details tab.

*Resolution:*
A change to clusters with no titles removes the extra horizontal border.

"
SPM-130131,DT036748,Cúram Session Timeout issue when minimizing browser,CEF,Application Development Environment,,,"*Issue Description:*
An IntensiveWakeUpThrottling feature has been introduced into the Microsoft Edge and Google Chrome browsers. This feature aggressively throttles JavaScript timers running in background tabs.

This new browser feature has affected some features in the Cúram application, specifically those associated with timers. One such feature is the Session Timeout feature which can be adversely affected if the browser window containing the countdown timer is minimized.

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
Additional functionality has been added to the Cúram Session Timeout feature to mitigate the effect of the browser IntensiveWakeUpThrottling setting and ensure that the timer works correctly even if the Session Timeout browser window has been minimized.

"
SPM-130120,DT036791,Clicking Save or Cancel from a custom Client Contact Note does not return the user to the parent modal,CEF,Application Development Environment,Client Development Environment,,"*Issue Description::*
When a form is submitted on a modal which is a child of another modal that was opened from a tab actions menu, the parent modal is not correctly displayed.

*User Interface Impact:* No

*Prerequisites:*
A tab actions menu is configured to have an overflow menu item that opens a modal with a list containing a list actions menu. For example, a tab actions menu on a person tab, that has a New Demo overflow item that opens a modal containing a list of notes that can be edited.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a person.
# From the tab actions overflow menu, select the ?New Demo?? menu item.
# From the Demo modal, select the Edit button from the actions menu column on a note to edit.
# Edit the Subject field or notes text area and select the Submit button.
# Issue: The modal ?Notes? is displayed instead of the parent modal ?Demo?.

*Resolution:*
When a form on a modal, which is a child of another modal that was opened from a tab actions menu, is submitted, the parent modal is correctly updated and displayed to the user.

"
SPM-130116,,Enhanced Cúram Batch Infrastructure for PDC to PEC Data Migration,CEF,Application Development Environment,Evidence Management,,"*Issue Description:*
Release 8.1.1.0 introduced the PECMigrationBatch job, aimed at facilitating the migration of data from Participant Data Case (PDC) to Person Evidence Case (PEC). This release note is intended to highlight the enhancements made to the batch job in this release.

The initial version released in 8.1.1.0 primarily supported the migration of Case, Dynamic Evidence, and Verification-related data. With this update, the batch job's capabilities have been extended to include additional key areas: Advice, AES, Tasks, and the handling of reciprocal relationships. These additions are designed to provide more comprehensive migration tooling, addressing a broader range of data migration needs.

Additional hook points are provided with this release, and as before, source code is made available for any further modifications that may be required beyond the delivered strategy.

In-depth documentation can be found in section 10.30 of the Cúram Upgrade Guide, providing detailed information on the batch job including how it can be customized.

*User Interface Impact:* No

*Resolution:* N/A

"
SPM-130103,,A variable deduction is not deducted if set against a component when a fixed deduction is also present for another nominee on the same product delivery,ENT,Financial Management,Financials,,"*Issue Description:*
A variable deduction is not deducted if configured against a component when a fixed deduction is also present for another nominee on the same product delivery.

*User Interface Impact:* No

*Prerequisites:*

# Log in as an administrator.
# Navigate to Deductions under the Case section in the shortcuts panel.
# Configure deductions of type Third Party and Unapplied, if not already configured.
# Click the Product Delivery Cases shortcut under the Case section and select one of the products listed by clicking on the hyperlink.
# Click Financial and select Deductions.
# Use the Add Existing page-level action to add the Third Party and Unapplied deduction.

*Steps to Reproduce (Generic):* 

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the person.
# Add evidence so that the client is eligible for multiple objectives (3 or more).
# Activate the evidence.
# Create a product delivery with the pattern ?Weekly By Check In Advance On A Monday? on the integrated case.
# Add a nominee of type Representative with a delivery pattern of ?Weekly By Voucher In Advance On A Monday? and assign a component to the nominee from the case start date.
# Add another nominee of type Representative with delivery pattern ?Weekly By Cash In Advance On A Monday? and assign a different component to this nominee from the case start date.
# Set up an unapplied fixed deduction on the product delivery against the first nominee for an amount of $5. Save and activate the deduction.
# Now set up a third-party variable deduction of 10% and deduct it from a component assigned to the primary nominee (for which they are eligible).
# Save and activate the deduction.
# Submit, approve and activate the product delivery.
# Click the Financials tab and select Payment Simulations.
# Click the Simulate Payment link to open the Simulate Payment modal.
# Leave the Payment Due Date as the current date and click the Simulate button.
# Issue: Only the unapplied deduction is shown in the result. The same is true when the payment is generated.

*Resolution:*
A variable deduction against a component is now processed, together with any other deductions set up against a nominee on a product delivery.

 "
SPM-130096,,Evidence added as part of an intake is not brokered to the target case with pre-authorization sharing turned on and Person Evidence Management turned off,ENT,Application Development Environment,Evidence Sharing,,"*Issue Description:*
When evidence is configured for pre-authorization sharing on an application case, if the evidence is added as part of the intake process, the evidence is not brokered to the target case when the application case is created. The evidence is shared if Person Evidence Management is turned on.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Select System Configurations and expand the shortcuts panel. 
# Navigate to Property Administration under the Application Data section in the shortcuts panel.
# Search for the property ?curam.application.preauthorization.sharing.enabled? and update its value to ?true?. 
# Publish the changes.
# Log in as an administrator.
# Navigate to Application Cases under the Universal Access section in the shortcuts panel.
# Open an application case configuration and enable pre-authorization sharing for any evidence.
# Navigate to Evidence Sharing under the Rules and Evidence section in the shortcuts panel.
# Make sure there is a sharing configuration from the Application Case to Person with Trusted Source set to YES for the evidence.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Submit an application containing the evidence that was configured for pre-authorization sharing.
# Issue: As soon as the application case is created, the evidence configured for pre-authorization sharing should be brokered to the person since we have pre-authorization sharing enabled for that evidence. However, the evidence is not being shared.

*Resolution:*
During the intake process, evidence sharing does not occur on application cases until authorization is enacted. This logic has been updated to examine each piece of evidence and its underlying configuration and share the evidence before authorization if the evidence is configured for pre-authorization sharing.


"
SPM-130088,,Removal of the orphaned ISMedicalAssistance dynamic UIM page LIFCPDDecision_summary and associated properties file,Code Removal,Income Support,Medical Assistance,Curam Rules,"A blank, orphaned Dynamic UIM clob file was found in the 'ISMedicalAssistance' component which means the following files have been removed as part of this release.

* EJBServer/components/ISMedicalAssistance/data/initial/clob/ProductDisplay/PD/LIFCPDDecision_summary.uim
* EJBServer/components/ISMedicalAssistance/data/initial/clob/ProductDisplay/PD/LIFCPDDecision_summary.properties

"
SPM-130077,,Evidence lists for the Person Evidence Management feature are reading the evidence type description directly from the database instead of the code-table cache,ENT,Application Development Environment,Participant Management,,"*Issue Description:*
Several facades are used to display evidence records in Person Evidence Management. When reading a code-table description for the evidence type, the description was read directly from the database instead of the code-table cache.

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
The code-table description for the evidence type is now being read from the code-table cache for all Person Evidence Management screens.
"
SPM-130073,DT036788,Return page URL is not being passed into modal windows from links outside the menu,CEF,Application Development Environment,Client Development Environment,Infrastructure,"*Issue Description:*
When you open a modal from an inline action within a tab action menu and subsequently select a link or button, an application error occurs.

*User Interface Impact:* No

*Prerequisites:*
A tab actions menu is configured to have an inline menu item that opens a modal which redirects the user to another page or modal when they perform a modal action. For example, a tab actions menu on a person tab, where the New Note menu item is configured inline and opens a New Note modal which has been configured with a resolve UIM (containing a JSP&#95;SCRIPTLET element) that depends on the ?_o3rpu? parameter to redirect the user.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a person.
# Select the ?New Note? inline action button within the tab action menu.
# Create the note by selecting the Save button.
# Issue: An application error occurs.

*Resolution:*
When you open a modal from an inline action within a tab action menu and subsequently select a link or button, the user interface is correctly updated.

*Technical:*
When a user selects an inline action within a tab action menu, the ?_o3rpu? HTTP request parameter is added to the request so it will be present when resolver UIM pages use it to redirect users to another page or modal.

"
SPM-130055,DT036741,Search pop-up modal freezes when reset button is pressed,CEF,Application Development Environment,Client Development Environment,Infrastructure,"*Issue Description:*
When you select a button on a modal to reset fields that you have already populated, the modal enters into a frozen state indefinitely and the fields are not reset.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as Provider Management Resource Manager.
# Navigate to Provider And Services.
# Expand the shortcuts panel.
# Expand the Providers section and select Enroll Provider.
# On the Enroll Provider modal, Provider Search page, click Next.
# On the Provider Details page, progress to the ?sort code? pop-up field.
# Click the search icon to activate the sort code pop-up modal.
# Enter data into the sort code search field and select the Reset button to reset the populated field.  
# Issue: The modal enters a frozen state indefinitely and the populated fields are not reset.

*Scenario 2:*

# Log in as an eligibility worker.
# Register a new Person.
# Submit an Income Support Application for Cash Assistance.
# Open the Income Support integrated case.
# Select the Evidence tab and click the New Evidence page-level action.
# On the New Evidence modal, click the Add row-level action for Student evidence.
# On the Student Evidence modal, progress to the ?School? pop-up field in the School Details section.
# Click the search icon to activate the Educational Institute search pop-up modal.
# Enter data into the search field and select the Reset button to reset the populated field.  
# Issue: The modal enters a frozen state indefinitely and the populated fields are not reset.

*Resolution:*
When you select a button on a modal to reset fields that you have already populated, the fields are reset as expected and the modal is not frozen.

"
SPM-130054,DT036750,Codetable values are not displaying correctly when the modal window is small,ENT,Application Development Environment,Client Development Environment,Look & Feel,"*Issue Description:*
When you navigate to a codetable hierarchy drop-down and activate it to select an option, it is difficult to view and select the options from the drop-down menu that is presented.

*User Interface Impact:* No

*Prerequisites:*
A modal or a step in the wizard is configured to have just codetable hierarchy fields. For example, on the Enroll Provider wizard, the second step is configured to have just the two codetable hierarchy fields and both are configured horizontally.

*Steps to Reproduce:*

*Scenario 1:* 

# Log in as Provider Management Resource Manager.
# Navigate to Provider And Services.
# Expand the shortcuts panel.
# Expand the Providers section and select Enroll Provider.
# On the Enroll Provider modal, Provider Search page, click Next.
# On the Provider Details page, select the Provider Category codetable hierarchy drop-down.
# Issue: The options are hard to view and select from the drop-down menu presented because it is small in height and has a small vertical scrollbar to scroll the options.

*Scenario 2:*

# Log in as an eligibility worker.
# Register a new Person.
# Submit an Income Support Application for Food Assistance.
# Open the Income Support integrated case.
# Open the Tab Actions menu, select Guided Change and select the Add a Member action to open the Add Household Member wizard.
# Enter all mandatory details in the Participant Details, Personal Information and Relationship details wizard pages and proceed to step 4, Program Details. 
# In the Work Registration section, select the Work Non-Participation radio button.
# Issue: The options are hard to view and select from the drop-down menu presented because it is small in height and has a small vertical scrollbar to scroll the options.

*Resolution:*
When you navigate to a codetable hierarchy drop-down and activate it to select an option, you can easily view and select an option from the menu presented.

"
SPM-130053,DT036769,Wizard page transition doesn't auto-scroll to top where first field is a date,CEF,Application Development Environment,Client Development Environment,Look & Feel,"*Issue Description:*
When the user scrolls down on a wizard page and clicks next to a second wizard page, it should open at the top of the page. When the second page has a scrollbar and has a Date Picker as the first field, it opens in a scrolled-down position with the focus on the modal.

*User Interface Impact:* No

*Steps to Reproduce:*

# Modify RegisterPerson_registerForPDCWizardView.vim to put the Date of Birth field at the top.
# Build and deploy the application.
# Log in as a caseworker.
# Navigate to the Cases and Outcomes tab.
# Expand the Registration section.
# Register a new Person.
# Scroll down and click Next.
# Issue: The second page opens scrolled-down where it should open to the top.

*Resolution:*
This issue has been resolved. When the second page has a scrollbar, and has a Date Picker as the first field, the page opens at the top with the field in focus. The obsolete focus styles for the modal body have been removed.

"
SPM-130051,DT036766,JavaScript initiated from action menus is not working,ENT,Application Development Environment,Client Development Environment,,"*Issue Description:*
When selecting an item from within an action menu that is associated with custom JavaScript, that is, an item selected from an action menu's drop-down, the action menu item fails to launch the JavaScript call.

*User Interface Impact:* No

*Prerequisites:*
Customise a drop-down action menu item so that a JavaScript call is launched when it is selected, for example, New Microsoft Word action on the Client Contact, Communications page.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Client Contact tab. 
# Select Communications.
# Select the New Microsoft Word action from the drop-down menu.
# Issue: The action menu item fails to launch the JavaScript call. 

*Resolution:*
This has been resolved, both inline and drop-down menu items that have custom JavaScript associated are functioning as expected.  

"
SPM-130031,,The page header in the main content pane is not responsive and is not fully accessible,Look and Feel,,,,"*Issue Description:*
Long page titles and descriptions are truncated when zooming, when a page title or description becomes truncated, it is no longer fully accessible to keyboard users as the full title is only revealed in a pop-up when hovering over the title using a mouse.

*User Interface Impact:* No

*Prerequisites:*

# Configure a UIM page that contains a very long page title.
# Ensure the UIM page is displayed in the main content pane.

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the configured UIM page.
# Increase the browser zoom levels until the page title is truncated.
# Issue: The page header is not fully responsive and the full page title is only revealed when hovering over it with the mouse.

*Resolution:*
The page header in the main content pane is now responsive and fully accessible as the title and description can be viewed on-screen. 

"
SPM-130018,DT036781,Full list of notes is not printed if the SCROLL&#95;HEIGHT attribute is set on the LIST element in ParticipantlistNote1.vim,CEF,Application Development Environment,Client Development Environment,Infrastructure,"*Issue Description:*

When the SCROLL&#95;HEIGHT attribute is applied to a <LIST> UIM element, the full list is not printed when the number of rows in the list extends beyond the SCROLL&#95;HEIGHT value.

*User Interface Impact:* No

*Prerequisites:*
Customise a list by adding a SCROLL&#95;HEIGHT attribute to the LIST UIM element. For example, add SCROLL_HEIGHT=""""150 to the <LIST> UIM element in Participant&#95;listNote1.vim (<LIST SCROLL&#95;HEIGHT=""""150"""">).

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Person Home page and select the Client Contact tab.
# From the Notes section, select the New action and create 5 notes for the person. A scrollbar will display beside the list of notes.
# Select the Print icon.
# Click Cancel on the first print preview page.
# Issue: A scrollbar displays in the second print preview page and the printed version of the page. The full list of notes is not displayed in the print preview or the printed version of the page. 

*Resolution:*
Print-specific styling has been added to include all rows and remove the scroll bar on the print preview and printed version of the page.

"
SPM-130012,DT036780,Multiple primary buttons are present on dynamic evidence modal dialogs,CEF,Dynamic Evidence,,,"*Issue Description:*
Multiple primary buttons are present for dynamic evidence modal dialogs when the evidence modal has been opened from another modal and the evidence has End Dating enabled or has a ?Save and Next? or ?Save and New? button. 

*User Interface Impact:* No

*Prerequisites:* 

# Log in as an administrator.
# Select Dynamic Evidence under Rules and Evidence in the shortcuts panel.
# Click Edit on an evidence list item, Addresses, for example.
# Ensure the ?Enable End Dating when Creating Evidence? checkbox is selected.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# From the tab action menu of the Participant Data Case, select ?New Evidence...? to open the New Evidence dialog.
# Click the Add button next to an evidence type to open a new evidence dialog, Addresses, for example.
# Issue: Duplicate primary buttons are being displayed on the modal.

*Resolution:*
When a dynamic evidence modal has been opened from another modal and the evidence has End Dating enabled or has a ?Save and Next? or ?Save and New? button, multiple primary buttons are no longer displayed.

"
SPM-130001,"DT036775, DT036857",The progress spinner is not displayed when fetching search results,CEF,,,,"*Issue Description:*
When you click a Search button on a modal or wizard to search for data in the system, the progress spinner is not displayed to indicate that the search is in progress.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to Person under Searches in the shortcuts panel.
# Enter some search criteria into the fields provided in the form.
# Click the Search button.
# Issue: A progress spinner does not display as expected while the system fetches the data to populate the search results.

*Resolution:*
When a Search button on a modal or wizard is clicked to search for data in the system, the progress spinner now displays to indicate that the search is in progress. 

"
SPM-129996,,A not serializable exception is thrown in the logs when data previously stored on the modal page is loaded,ENT,Application Development Environment,Participant Management,,"*Issue Description:*
A not serializable exception (java.io.NotSerializableException) is thrown in the logs when the Cúram application tries to load the data previously stored on a modal page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# From the person?s home page, navigate to the Client Contact tab and select the Notes section.
# Click New to add a New Note and add a Subject, Priority, Sensitivity and Text for the Note.
# Click Refresh on the browser.
# Issue: A not serializable exception (java.io.NotSerializableException) message is displayed in the logs file on the server.

*Resolution:*
The issue has been resolved by updating the class for loading the autorecovery data to add ?implements Serializable?. 

"
SPM-129983,,Missing columns and content when printing pages that contain expandable lists,Look and Feel,Application Development Environment,Client Development Environment,Widgets,"*Issue Description:*
When printing a page within the Cúram application that contains an expanded list, some columns may not display on the printed page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to Cases and Outcomes.
# Expand the shortcuts panel.
# Expand the Searches section and select Person.
# Search for a person.
# Expand one of the search result rows.
# Select the Print icon.
# Issue:  In the Search Results section, the Date of Birth column is cut off.

*Resolution:*
The layout of expandable lists has been adjusted to ensure columns are not missing when printed.

"
SPM-129982,,Missing foreign key and indices on the Person Evidence Management administration entities,ENT,Application Development Environment,Evidence Management,,"*Issue Description:*
Indices are missing from the Person Evidence Management administration entities for non-standard entity operations, as well as a foreign key.

*User Interface Impact:* No

*Steps to Reproduce:* N/A 

*Resolution:*
The issue has been resolved by adding two new indices, PECEvidenceIdx and PECEvidenceTypeDefLinkIdx, to the PECEvidenceLink and PECEvidenceTypeDefLink entities, respectively, for search operations. A foreign key was added for the evidenceTypeDefID attribute for the relationship between the EvidenceTypeDef and the PECEvidenceTypeDefLink entities.

"
SPM-129970,,Cannot view static evidence for a person when Person Evidence Management is enabled,ENT,Application Development Environment,Evidence Maintenance,,"*Issue Description:*
When Person Evidence Management is enabled and static evidence is configured for a person, the view page does not display correctly once the static evidence has been created.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Property Administration under the Application Data section in the shortcuts panel.
# Search for the property ?curam.pec.enabled? and update its value to ?YES?. 
# Publish the changes.
# Log in as an administrator.
# Navigate to the Administration Workspace, expand the Participants shortcut and select Person.
# Select Add Evidence.
# Select any static evidence from the Evidence type drop-down and click Save.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Create the static evidence record that was configured in the prerequisites section above.
# Try to expand the newly created static evidence record.
# Issue: The expanded view panel does not load.

*Resolution:*
The Person Evidence Management screens were created to mimic the Participant Data Case screens. However, Participant Data Case does not support static evidence, whereas Person Evidence Management does. New static evidence screens are now available for Person Evidence Management.

"
SPM-129956,DT036772,"Navigators can no longer continue IEG applications started by citizens ",ENT,Universal Access,,,"*Issue Description:*
External users such as navigators who act on behalf of citizens can no longer continue IEG applications started by citizens, and vice versa. 

Note: This is only applicable to those who have customised the CE portal to enable navigator users to work on behalf of citizen users and only affects the motivations API.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Provider Management Resource Manager. 
# Enroll a provider. 
# Log in as a Citizen user using the CE portal. 
# Click the 'Manage assister' link in the CE IEG page banner. 
# Assign the assister using the assister reference number. 
# Log out from the CE portal. 
# Log in as the navigator user (selected in step 5) using the CE portal. 
# Click the Assist Client and navigate to the Client Request Page.
# Click on Resume the Health Care application.
# Issue: The ?Something went wrong? error is displayed.

*Resolution:*
A new API delivered in v8 introduced a validation to enforce that the logged-in user corresponded to the user on the motivation. This meant that a navigator user could no longer resume an IEG script on behalf of a citizen, and vice versa.  Now, the motivation flow has been updated to apply the correct authorization checks allowing navigator users to resume applications that a citizen started.

"
SPM-129950,,Modal body should not be focusable,Look and Feel,,,,"*Issue Description:*
When a user clicks in the blank space inside a modal, a blue focus ring appears around the body of the modal. The body of a modal dialog is not a tab focusable element so should not show a focus ring. This can be distracting and confusing to users.

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as a caseworker.
# Open the Register Person modal.
# Click in the blank space within the body of the modal.
# Issue: A blue focus ring appears around the modal body.

*Resolution:*
A blue focus ring no longer appears when clicking in the blank space within a modal dialog.

"
SPM-129888,DT036767,Missing columns and unnecessary screen elements shown when printing pages that contain a large number of columns,Look and Feel,,,,"*Issue Description:*
When printing a page within the Cúram application that contains a list with a large number of columns, some columns may not display on the printed page and scrollbars incorrectly display.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Client Contact tab.
# Create a new note.
# Click the Print icon. Ensure that the layout option is set to 'Portrait'.
# Click Cancel on the first Print Preview page (the context panel preview) to move to the Print Preview of the notes section.
# Issue: Some list columns may be missing and scrollbars displayed.

*Resolution:*
All columns are now displayed on the printed page and the scrollbars are no longer displayed.  

"
SPM-129858,DT036763,Close action is displayed twice when adding a new evidence type record,Look and Feel,,,,"*Issue Description:*
When adding New evidence using the add row-level action on the New evidence modal, an unexpected close action is displayed on the new evidence modal.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Evidence tab and click the New page-level action.
# On the New Evidence modal, click the Add row-level action for an evidence type.
# Issue: An extra ?Close? button is displayed on the add evidence wizard.

*Resolution:*
The extra close button is no longer displayed when adding a new evidence type.

"
SPM-129817,,Make the register person API for Person Evidence Management more efficient,ENT,Application Development Environment,Participant Management,,"*Issue Description:*
When the Person Evidence Management feature is enabled and a new person is registered, the time taken to complete the registration process is longer than when the feature is disabled.

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
As part of the registration process with Person Evidence Management enabled, an existing SQL query was called and this retrieved several evidence records. This query returned additional information that was not required for person registration. This has now been replaced by a different SQL query which retrieves less data, thereby improving the overall time taken to register a person.

"
SPM-129642,DT036735,A negative payment amount getting created for third-party beneficiary,ENT,Financial Management,Financials,,"*Issue Description:*
A negative payment amount can be created for a third-party payment. This can happen where a previous third-party payment reversal is rolled together with current payment deductions and the reversal is larger in value than the sum of the current deductions.

*User Interface Impact:* No

*Prerequisites:*

# Log in as an administrator.
# Navigate to Product Delivery Cases under Cases in the shortcuts panel.
# Select the product to be used in this scenario.
# Click the Financial tab and select Deductions.
# Use the Add Existing page-level action to add a third-party deduction of type Electricity to the product.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a utility of type ?Electricity? ensuring to specify the Payment Frequency and Currency Type.
# Register a new Person.
# Create an integrated case for the person.
# Create a product delivery for the person, ?Weekly By Check In Advance On Monday?.
# Add evidence to make the client eligible for $100 per week.
# Activate the evidence.
# Add the following certification.
## 28th August 2023 - 26th November
# Add a third-party deduction to the case with details:
## Account Name = Test Utility (utility name)
## Account Number = 98348720
## Type = Fixed
## Amount = $25
## Start Date = 28th August 2023
## Deduction Name = Electricity
## Deduct From Nominee = <First Person>
# Save and activate the deduction.
# Register a second person.
# Create an integrated case for the second person.
# Create a product delivery for the second person, ?Weekly By Check In Advance On Monday?.
# Add evidence to make the client eligible for 100 per week.
# Activate the evidence.
# Add the following certification.
## 28th August 2023 - 26th November
# Add a third-party deduction to the case with details:
## Account Name = Test Utility (utility name)
## Account Number = 98348720
## Type = Fixed
## Amount = $40
## Start Date = 28th August 2023
## Deduction Name = Electricity
## Deduct From Nominee = <Second Person>
# Save and activate the deduction.
# Submit, approve and activate the product delivery for the first person.
# Submit, approve and activate the product delivery for the second person.
# Log in as a system administrator.
# Select Processes under Batch in the shortcuts panel.
# Search for ?GenerateInstructionLineItems?.
# Use the row-level action to Execute the GenerateInstructionLineItems batch process.
# Search for ?GenerateInstruments?.
# Use the row-level action to Execute the GenerateInstruments batch process.
# Now run the batch jobs.
# Log in as a caseworker.
# Search for the first person and find the product delivery associated with them. Ensure that a payment of $75 was issued to them.
# Search for the second person and find the product delivery associated with them. Ensure that a payment of $60 was issued to them.
# Search for the utility and open its home page.
# Click the Financial tab.
## A payment of $65 should have been created for the utility.
# Now cancel the payment that was issued to the second person.
# Set the system date to 4th September 2023.
# Log in as a system administrator.
# Select Processes under Batch in the shortcuts panel.
# Search for ?GenerateInstructionLineItems?.
# Use the row-level action to Execute the GenerateInstructionLineItems batch process.
# Search for ?GenerateInstruments?.
# Use the row-level action to Execute the GenerateInstruments batch process.
# Now run the batch jobs.
# Log in as a caseworker.
# Search for the utility and open its home page.
# Click the Financial tab.
# Issue: A negative payment (-$15) should exist for the utility. Negative payment amounts should never be present in the system.

*Resolution:*
An issue existed with the logic for determining third-party payments. A check was present to determine if the payment amount was negative, however, in the instance where this was the case, the proper adjustment was not performed to readjust the total amount value. This update is now in place and a negative payment amount will never be issued for third-party payments.

"
SPM-129288,,Case Participant name not displaying on Names evidence after registering a prospect person as a person,CEF,Dynamic Evidence,,,"*Issue Description:*
The Case Participant name is empty after registering a prospect person as a person.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a Prospect Person.
# From the Evidence tab, add Names evidence for this prospect person. Provide the first name and select 'Preferred' in the type drop-down.
# Register the Prospect Person as a Person.
# Navigate to the Person?s Evidence tab, click the row-level action button to expand the preferred names evidence record, and observe the case participant name.
# Issue: The case participant name is not displayed. Only the age of the case participant is displayed.

*Resolution:*
The logic for registering the prospect person as a person was setting the case participant name to be empty. This is now fixed so that the case participant?s name is now set. Historical records will not be addressed by this fix.

"
SPM-129207,,The non-selected options in the category title panes of the Evidence Dashboard fail the minimum colour contrast ratio check,Accessibility,,,,"*Issue Description:*
The text of the non-selected options in the category title panes of the Evidence Dashboard does not have a sufficient colour contrast ratio to the background colour.

*User Interface Impact:* No

*Steps to Reproduce (Generic):*

# Log in as a caseworker.
# Register a person and create an integrated case.
# Open the integrated case, navigate to the Evidence tab, and select the Evidence Dashboard page.
# ?All? is selected by default for each of the evidence categories.
# Inspect the contrast ratio between the text and background colour of the non-selected option for each of the evidence categories.
# Issue: The colour contrast ratio is not sufficient.

*Resolution:*
The text of the non-selected options in the category title panes of the Evidence Dashboard has a sufficient colour contrast ratio to the background colour.

"
SPM-129114,,Participant profile picture display slightly squashed when a non-square image is uploaded,CEF,Application Development Environment,Participant Management,,"*Issue Description:*
Participant profile pictures displayed in the Context Panel and Smart Navigator results appear slightly squashed when using non-square images which can make them visually unappealing and difficult to make out.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# From the person home page, choose Add Picture and upload a non-square image.
# Issue: The profile picture displayed in the Context Panel and Smart Navigator results are squashed.

*Resolution:*
Profile pictures are no longer squashed and are now scaled to preserve their original aspect ratio.

"
SPM-128298,,Update the Evidence Broker to support the sharing of evidence to Holding Cases,ENT,Evidence Broker,,,"*Issue Description:*
The Evidence Broker now supports sharing evidence to a Holding Case. It previously only supported sharing evidence from a Holding Case. This meant that the round-tripping of evidence was not possible.

*User Interface Impact:* No

*Prerequisites:*

# Create an XSL transformation to transform the attributes associated with a particular evidence type, Vehicle, for example, into XML that can be stored on the Holding Evidence entity.
# Ensure the Vehicle evidence is activated automatically once captured.
# Ensure evidence-sharing configurations have been set up to support round-tripping. For example, this could be the sharing of Holding Evidence on a Holding Case to Vehicle evidence on another case type, and vice-versa. Set Trusted Source to ?Yes' for the configurations.

*Steps to Reproduce:*

# Log in to the Citizen Portal.
# Launch an Advanced Life Event script to capture Vehicle evidence.
# Populate all the necessary attributes before clicking Save.
# The Vehicle evidence is stored on the Holding Evidence entity on the Holding Case and is shared to the target case type, integrated case, for example.
## Ensure the Vehicle evidence is active on the target case type.
# Now modify the Vehicle evidence on the integrated case and activate the changes.
# Issue: The Vehicle evidence is not shared back to the Holding Evidence on the Holding Case.

*Resolution:*
The Evidence Broker infrastructure has been updated to support the sharing of evidence to a Holding Case, thereby fully supporting the round-tripping of evidence.

"
