TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE

2079333,,Update the versions of the Jackson JARs to the latest version - 2.13.2,Third Party Updates,,,,"The Jackson API contains multiple functions to read and build JSON using Java. It has powerful data binding capabilities and provides a framework to serialize custom Java objects to JSON strings and deserialize JSON strings back into Java objects.  The Java Development Environment (JDE) and the REST infrastructure use these utilities.\n\nThe versions of these JARs have now been updated to a later version. As a result of this upgrade, the following changes have been made in the JDE and REST deliverables.\n\n* CuramSDEJlibthird_party_version.properties - the versions of the specified Jackson JARs have been updated.\n\n* CuramSDEJlibjackson-annotations-2.13.2.jar  - new JAR added.\n* CuramSDEJlibjackson-core-2.13.2.jar - new JAR added.\n* CuramSDEJlibjackson-databind-2.13.2.2.jar- new JAR added.\n\n* CuramSDEJlibjackson-annotations-2.12.1.jar  - old JAR removed.\n* CuramSDEJlibjackson-core-2.12.1.jar - old JAR removed.\n* CuramSDEJlibjackson-databind-2.12.1.jar- old JAR removed.\n\n* CuramCDEJlibextjarjackson-annotations-2.13.2.jar - new JAR added.\n* CuramCDEJlibextjarjackson-core-2.13.2.jar - new JAR added.\n* CuramCDEJlibextjarjackson-databind-2.13.2.2.jar - new JAR added.\n\n* CuramCDEJlibextjarjackson-annotations-2.12.1.jar - old JAR removed.\n* CuramCDEJlibextjarjackson-core-2.12.1.jar - old JAR removed.\n* CuramCDEJlibextjarjackson-databind-2.12.1.jar - old JAR removed.\n\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-annotations-2.13.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-core-2.13.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-databind-2.13.2.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-annotations-2.12.1.jar - old JAR removed.\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-core-2.12.1.jar - old JAR removed.\n* EJBServercomponentsRestrestlibdependencyLibsExtjackson-databind-2.12.1.jar - old JAR removed.\n\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-base-2.13.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-json-provider-2.13.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-module-jaxb-annotations-2.13.2.jar - new JAR added.\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-base-2.12.1.jar - old JAR removed.\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-jaxrs-json-provider-2.12.1.jar - old JAR removed.\n* EJBServercomponentsRestrestlibdependencyLibsCorejackson-module-jaxb-annotations-2.12.1.jar - old JAR removed.\n\nGraphQL JARs:\n\n* EJBServercomponentsRestgraphql_libjackson-datatype-jdk8-2.13.2 - new JAR added.\n* EJBServercomponentsRestgraphql_libjackson-dataformat-yaml-2.13.2 - new JAR added.\n* EJBServercomponentsRestgraphql_libjackson-datatype-jdk8-2.12.1 - old JAR removed\n* EJBServercomponentsRestgraphql_libjackson-dataformat-yaml-2.12.1 - old JAR removed\n\nNote that any references in custom scripts and other artifacts to the updated JAR files listed above must be updated. \n"

2079331,PO09745,Edits to Word document on Google Chrome browser are not saved when the Word editing session is closed and the user delays in confirming the edits,CEF,Business Services,,,"**Issue Description:**
\nUsing the Microsoft Word Integration feature in the Google Chrome browser, when a user makes an update to a Word document they can choose to save their changes. Saving can be done either by closing the Word Editing session and confirming in a pop-up modal that is displayed or by selecting the commit changes button on the File Edit Control Panel. When users select to save changes by closing the Word editing session, if they wait more than 5 seconds before confirming in the pop-up dialog that appears in the browser (asking if they want to save their edits to the Cúram server), the edits are not saved.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Install Microsoft Word.
\n# Install a supported (supported for Social Program Management Word Integration) Java Runtime Environment.
\n# Install Google Chrome.
\n# Install and enable the Cúram File Edit Native Messaging Bridge Extension for Google Chrome. This is available on the Chrome Web Store.
\n# Install the  Social Program Management Word Integration Assistant. This is distributed with the Cúram Client Development Environment. 
\n
\n# Log in as a system administrator.
\n# Navigate to Microsoft Word Templates under Communications in the shortcuts panel.
\n# Select the New page action to create a new Microsoft Word template.
\n# Enter a name and template document ID for the template and upload a file to be used as the template.
\n# Select a suitable category and sub-category. To allow the template to be used for any communication, set the category to All Communication and the subcategory to All Communications. Click Save.
\n
\n**Steps to Reproduce:**
\n# Log in as a caseworker.
\n# Navigate to a Person home page.
\n# Click the Client Contact tab and choose Communications.
\n# Click the page-level menu to create a new Microsoft Word communication.
\n# On the New Microsoft Word Communication modal, specify a Correspondent and click Next.
\n# Enter the Subject and Address. Choose the Template Name that was configured previously. Click Save.
\n# The Word File Edit Screen is loaded in the Tab Content page and the File Edit Control Panel modal is shown.
\n# Microsoft Word opens. 
\n# Make an edit to the Word document.
\n# Close the Word editor.
\n# The pop-up dialog appears in the browser window asking if you want to save your edit to the Cúram server. Wait 5 seconds, then press OK.
\n# Issue: The file changes are not saved to the Cúram server.
\n
\n**Resolution:**
\nWhen a user closes the Word Editing session, the changes are now saved. The Word Integration Assistant no longer deletes the Word file from the local file system before the browser code can attempt to save the changes to the Cúram server. The deletion of the local file now only happens after the operation to save the document to the Cúram server has finished.
\n"

2079330,PO09747,File Edit Control Panel is closed on Google Chrome without informing the user that an error has occurred,CEF,Business Services,,,"**Issue Description:**
\nCaseworkers can edit the contents of Word documents using the Word Integration Assistant. When the Word Integration Assistant is used through a Google Chrome browser and a user chooses to save changes by closing the Word Editing session, if an error is encountered the File Control Panel closes. In this instance, the caseworker is unable to see that an error has occurred. This is in contrast to when a user uses the commit changes button on the File Control Panel to save periodically to the Cúram server, where the same error is visible in the File Edit Control Panel.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n # Install Microsoft Word.
\n # Install a supported (supported for Social Program Management Word Integration) Java Runtime Environment.
\n # Install Google Chrome.
\n # Install and enable the Cúram File Edit Native Messaging Bridge Extension for Google Chrome. This is available on the Chrome Web Store.
\n # Install the Social Program Management Word Integration Assistant. This is distributed with the Cúram Client Development Environment.
\n # Log in as a system administrator.
\n # Navigate to Microsoft Word Templates under Communications in the shortcuts panel.
\n # Select the New page action to create a new Microsoft Word template.
\n # Enter a name and template document ID for the template and upload a file to be used as the template.
\n # Select a suitable category and sub-category. To allow the template to be used for any communication, set the category to All Communication and the subcategory to All Communications. Click Save.
\n
\n**Steps to Reproduce:**
\n # Log in as a caseworker.
\n # Navigate to a Person home page.
\n # Click the Client Contact tab and choose Communications.
\n # Click on the page-level menu to create a new Microsoft Word communication.
\n # On the New Microsoft Word Communication modal, specify a Correspondent and click Next.
\n # Enter the Subject and Address. Choose the Template Name that was configured previously. Click Save.
\n # The Word File Edit Screen is loaded in the Tab Content page and the File Edit Control Panel modal is shown.
\n # Microsoft Word is launched.
\n # Copy and paste the content of a 1MB text file into the Word document. The resulting Word document will be too large to be saved by the Cúram server and will cause an error.
\n # Close the Word editor.
\n # The File Edit servlet responds with a 500 HTTP response code indicating an error and the document is not saved.
\n # Issue: The File Edit Control Panel closes. It should remain open and display an error message to the user. Having reviewed the error message, the user should be able to close the File Edit Control Panel.
\n
\n**Resolution:**
\nThe File Edit Control Panel modal now stays open so the error is visible to the user. The user can then close the modal after they have been shown the error message.
\n
\n**Technical:**
\nThe issue has been resolved by updating the functionality so that the browser does not close the File Edit Control Panel modal if there are any errors during the saving of the document. The user will be able to close the modal manually.
\n"

2079324,PO09782,Microsoft Word closes unexpectedly in Google Chrome if an unrelated Chrome browser is also open and is closed,CEF,Business Services,,,"**Issue Description:**
\nWhen using the Microsoft Word Integration feature through the Google Chrome browser, if a separate Chrome browser window is also open and a user closes this browser, Microsoft Word closes unexpectedly in the other browser. 
\n
\n**User Interface Impact:** No 
\n
\n**Prerequisite(s):**
\n# Install Microsoft Word.
\n# Install a supported (supported for Social Program Management Word Integration) Java Runtime Environment.
\n# Install Google Chrome.
\n# Install and enable the Cúram File Edit Native Messaging Bridge Extension for Google Chrome. This is available on the Chrome Web Store.
\n# Install the Social Program Management Word Integration Assistant. This is distributed with the Cúram Client Development Environment. 
\n
\n# Log in as a system administrator.
\n# Navigate to Microsoft Word Templates under Communications in the shortcuts panel.
\n# Select the New page action to create a new Microsoft Word template.
\n# Enter a name and template document ID for the template and upload a file to be used as the template.
\n# Select a suitable category and sub-category. To allow the template to be used for any communication, set the category to All Communication and the subcategory to All Communications. Click Save.
\n
\n**Steps to Reproduce:**
\n# In Google Chrome, go to 'chrome: settings/system' and enable 'Continue running background apps when Google Chrome is closed.'
\n# Open a second browser tab and move it out to be its own window.
\n# In the first window, log in as a caseworker.
\n# Navigate to a Person home page.
\n# Click the Client Contact tab and choose Communications.
\n# Click the page-level menu to create a new Microsoft Word communication.
\n# On the New Microsoft Word Communication modal, specify a Correspondent and click Next.
\n# Enter the Subject and Address. Choose the Template Name that was configured previously. Click Save.
\n# The Word File Edit screen is loaded in the Tab Content page and the File Edit Control Panel modal is shown.
\n# Microsoft Word opens. 
\n# Close the second browser window (the one that did not open the Word editing session).
\n# Issue: Microsoft Word closes after the browser window is closed.
\n
\n**Resolution:**
\nWhen an unrelated Chrome browser window is closed, the browser window in which the Word editing session opened is no longer closed. 
\n
\n**Technical:**
\nThe code executing in the browser mistakes the event of closing an unrelated Chrome browser window as the closing of the browser window that started the Word editing session. Therefore, a message is sent in error by the browser to the Word Integration Assistant instructing it to close Word and then itself. The Word Integration Assistant now ignores these events from other Chrome browser windows. Changes were also made to bring the actual behavior in line with the preferred behavior described here [[https://www.ibm.com/docs/en/spm/8.0.2?topic=reference-file-edit-widget]]. If the user chooses to leave the page, the editing session is terminated and the document or Microsoft Word (if it was the only document open) closes along with the browser. 
\n"

2079316,PO09746,Editing a Word document on Google Chrome browser displays 'X' error randomly,CEF,Business Services,,,"**Issue Description:**
\nCaseworkers can edit the contents of Word documents using the Word Integration Assistant. An intermittent issue occurs after a caseworker edits a document and then shuts down the Word Integration Assistant when the Google Chrome browser is used. When the caseworker then tries to edit another document, a red X icon is displayed in the File Edit Control Panel in the browser window.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n# Install Microsoft Word.
\n# Install a supported (supported for Social Program Management Word Integration) Java Runtime Environment.
\n# Install Google Chrome.
\n# Install and enable the Cúram File Edit Native Messaging Bridge Extension for Google Chrome. This is available on the Chrome Web Store.
\n# Install the Social Program Management Word Integration Assistant. This is distributed with the Cúram Client Development Environment. 
\n
\n# Log in as a system administrator.
\n# Navigate to Microsoft Word Templates under Communications in the shortcuts panel.
\n# Select the New page action to create a new Microsoft Word template.
\n# Enter a name and template document ID for the template and upload a file to be used as the template.
\n# Select a suitable category and sub-category. To allow the template to be used for any communication, set the category to All Communication and the subcategory to All Communications. Click Save.
\n
\n**Steps to Reproduce:**
\nNote that this is an intermittent issue, there is no known method to force this.
\n# Log in as a caseworker.
\n# Navigate to a Person home page.
\n# Click the Client Contact tab and choose Communications.
\n# Click the page-level menu to create a new Microsoft Word communication.
\n# On the New Microsoft Word Communication modal, specify a Correspondent and click Next.
\n# Enter the Subject and Address. Choose the Template Name that was configured previously. Click Save.
\n# The Word File Edit Screen is loaded in the Tab Content page and the File Edit Control Panel modal is shown.
\n# Microsoft Word opens. 
\n# Make an edit to the Word document.
\n# Close the Word editor.
\n# The document will be saved and the File Edit Control Panel will close.
\n# In the same browser window, try editing another Word document.
\n# Issue: A red X icon appears in the File Edit Control Panel.
\n
\n**Resolution:**
\nA caseworker is now able to edit multiple Word documents without seeing the red X icon. 
\n
\n**Technical:**
\nThis issue was caused by the improper handling of an initial exception that occurs when the user attempts to shut down the Word Integration Assistant Java process. The Java process is prevented from exiting correctly after the Word editor is closed. The red X icon is the result of starting a second Word Editing session in an inconsistent state. The fix also contains changes to ensure the problem state data that was previously long-lived is now short-lived.
\n"

2079312,,[Security] Update the Google gson JAR file to the latest version,Third Party Updates,,,,"Google Gson is a Java library that can be used to convert Java Objects into their JSON representation. It can also be used to convert a JSON string to an equivalent Java object. Several areas in the Social Program Management (SPM) product utilize this library. These include Advanced Evidence Sharing (AES) administration screens, the Timeline Calendar, and the Smart Navigator feature.
\n
\nThe version of the Google Gson library has now been updated from 2.2.2 to 2.8.9. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the SPM deliverable.
\n* EJBServer/components/core/lib/gson-2.2.2.jar  - old JAR removed.
\n* EJBServer/components/core/lib/gson-2.8.9.jar  - new JAR added. 
\n
\nIt should be noted that any references in custom scripts and other artifacts to the updated JAR files listed above should be updated. 
\n"

2079310,,Update the version of the Log4j 2 library to the latest version: 2.17.1,Third Party Updates,,,,"Apache Log4j is a Java-based logging utility that is used as the logging provider for the Social Program Management (SPM) product.
\n
\nThe version of the Log4j used by SPM has now been updated from 2.16.0 to 2.17.1. This new JAR file contains some minor bug fixes and enhancements.
\n
\nAs a result of this upgrade, the following changes have been made to the Java Development Environment deliverable.
\n* CuramSDEJlibthird_party_version.properties - the versions of the specified Log4j JAR files have been updated.
\n* CuramSDEJliblog4j-api-2.17.1.jar - the version of the JAR has been updated.
\n* CuramSDEJliblog4j-core-2.17.1.jar - the version of the JAR has been updated.
\n* CuramSDEJxmlserverlog4j-api-2.17.1.jar - the version of the JAR has been updated.
\n* CuramSDEJxmlserverlog4j-core-2.17.1.jar - the version of the JAR has been updated.
\n* CuramCDEJlibextjarlog4j-api-2.17.1.jar - the version of the JAR has been updated.
\n* CuramCDEJlibextjarlog4j-core-2.17.1.jar - the version of the JAR has been updated.
\n
\nBefore performing any builds or deployments, please make sure that the old versions of the log4j-core and log4j-api JAR files are not present in the directories specified above.
\n
\nAny references in custom scripts and other artifacts must be updated to point to the new version of the JAR file as specified above. 
\n"

2079308,,Update the version of the Log4j 2 library to the latest version: 2.16.0,Third Party Updates,,,,"Apache Log4j is a Java-based logging utility that is used as the logging provider for the Social Program Management (SPM) product. \n\nThe version of the Log4j used by SPM has now been updated from 2.14.1 to 2.16.0. This new JAR file contains some minor bug fixes and enhancements.\n\nAs a result of this upgrade, the following changes have been made in the Java Development Environment deliverable.\n* CuramSDEJlibthird_party_version.properties - the versions of the specified Log4j JAR files have been updated.\n* CuramSDEJliblog4j-api-2.16.0.jar - the version of the JAR has been updated.\n* CuramSDEJliblog4j-core-2.16.0.jar - the version of the JAR has been updated.\n* CuramSDEJxmlserverlog4j-api-2.16.0.jar - the version of the JAR has been updated.\n* CuramSDEJxmlserverlog4j-core-2.16.0.jar - the version of the JAR has been updated.\n* CuramCDEJlibextjarlog4j-api-2.16.0.jar - the version of the JAR has been updated.\n* CuramCDEJlibextjarlog4j-core-2.16.0.jar - the version of the JAR has been updated.\n\nNote that any references in custom scripts and other artifacts must be updated to point to the new version of the JAR file as specified above. \n"

2077368,DT036299,Authorizing an Insurance Affordability Application throws a Process Instance Error with a ClassCastException in the logs if 'curam.trace.methods' is set to true,CEF,Integrated Case Management,,,"**Issue Description:**
\nWhen Enable Tracing of all Modelled Methods is set to true, authorizing an Insurance Affordability Application throws a Process Instance Error.
\n
\n**User Interface Impact:** No
\n
\n**Prerequisite(s):**
\n # Log in as a system administrator.
\n # Navigate to Property Administration under Application Data in the shortcuts panel.
\n # Search for 'curam.trace.methods'.
\n # Edit the value and set it to true. Save and then Publish the change.
\n
\n**Steps to Reproduce:**
\n # Log in as an Insurance Affordability caseworker.
\n # Register a new Person.
\n # Create a new application with the mandatory info.
\n # Authorize the application.
\n # Issue: The application gets stuck and if the Process Instance Error queue is examined, an entry can be seen there reporting a ClassCastException.
\n
\n**Resolution:**
\nAn exception is no longer thrown in the logs when authorizing an Insurance Affordability Application with trace enabled.
\n"

2066724,,Update to the latest version of the Rampart Axis 2 security library - esapi,Third Party Updates,,,,"Social Program Management (SPM) web services are based on Apache Axis2. With the Rampart security module of Axis2, SPM web services can be secured for authentication, integrity (signature), confidentiality (encryption/decryption), and non-repudiation (timestamp).
\n
\nThe version of one of the JAR files in Rampart has been updated. As a result of this update, the following changes have been made to the JDE Axis 2 deliverable.
\n * CuramSDEJlibaxis2esapi-2.4.0.0.jar - version updated from 2.2.3.1 to 2.4.0.0. 
\n
\nNote that before performing any builds or deployments, ensure that the old versions of the esapi JAR files are not present in the directories specified above. If they are, they should be removed before proceeding.
\n
\nNote that any references in custom scripts and other artifacts to the updated JAR file listed above must be updated."

1926345,,Updating JDOM to Dom4j,Third Party Updates,,,,"The JDOM library is a Java-based solution for accessing, manipulating, and outputting XML data from Java code. Its usage in Social Program Management was widespread across all areas of the application.
\n
\nThe JDOM library used by Social Program Management has now been removed and replaced by dom4j version 2.1.3. dom4j is an open-source XML framework for Java. dom4j allows you to read, write, navigate, create, and modify XML documents. Dom4j integrates with DOM and SAX and is integrated with full XPath support.
\n
\nAs a result of this upgrade, a number of changes have been made across all components of the Social Program Management application.
\n
\nThe changes to the JAR files include:
\n * CuramCDEJlibextjarjdom.jar - JDOM version removed.
\n * CuramSDEJlibjdom-1.0.jar - JDOM version removed.
\n * CuramCDEJlibextjardom4j.jar - dom4j version 2.1.3 added.
\n * CuramSDEJlibdom4j-2.1.3.jar - dom4j version 2.1.3 added.
\n
\nThe jde-commons JARs delivered in the following CDEJ and SDEJ locations provide wrappers around the dom4j classes, where new external APIs provide a mostly backward-compatible API with JDOM. These APIs are located in the curam.common.util.xml.dom package.
\n * CuramCDEJlibcuramjarjde-commons.jar
\n * CuramSDEJlibjde-commons.jar
\n
\nIt should be noted that any references in custom build scripts to the versioned JAR files should be updated to point to the new JAR files as specified above. Any custom code that uses JDOM should be migrated to instead use the dom4j wrapper classes provided by the CDEJ and SDEJ.
\n
\nFor more information about the changes associated with this update, see 'Migrating the JDOM library to the dom4j library' in the Cúram Upgrade Guide."

1926264,DT036279,Date picker converts input to incorrect dates,CEF,,,,"**Issue Description:**
\nIf a caseworker enters a date in an incorrect format, the date gets automatically converted to a date in the correct format. Invalid dates may be input as a result.
\n
\n**User Interface Impact:** No
\n
\n**Steps to Reproduce:**
\n # Log in as a caseworker.
\n # Open the Register Person modal.
\n # Enter an incorrect date, for example, 1.2, in the date picker of the Date Of Birth field.
\n # Issue: The input gets converted to 01.02.2022, and there is no format validation.
\n
\n**Resolution:**
\nA validation message is displayed when a caseworker provides a date in the wrong format.
\n"

