TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-127118,DT036659,The focus is lost when using a tab key on an Intelligent Evidence Gathering form,ENT,Intelligent Evidence Gathering,,,"**Issue Description:**
When a user navigates an Intelligent Evidence Gathering (IEG) form using the tab key and tabs past the last visible field, the next field does not scroll into view. The user needs to tab three times (skipping two fields) before the page scrolls. 

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a person.
 # Open a new HCR application.  
 # Complete the required fields until you reach the 'Information About You' page, then use the Tab key to complete the necessary fields. 
 # Issue: After completing the 'Last Name' field, the user has to press the Tab key three times before the content scrolls into view.  The focus is now on the 'Do you have a fixed address?' field, skipping the DOB and Gender fields.

**Resolution:**
When a user navigates an Intelligent Evidence Gathering (IEG) form using the tab key and tabs past the last visible field, the next field scrolls into view. 
"
SPM-127117,,Intelligent Evidence Gathering navigation button labels are slightly blurred,ENT,Intelligent Evidence Gathering,,,"**Issue Description:**
The Intelligent Evidence Gathering (IEG) navigation action button labels appear slightly blurred to the user.

**User Interface Impact:** No

**Steps to Reproduce:**
# Register a person.
# Open a New Application for the registered person.
# Issue: The 'Close' and 'Next' application form action button labels appear slightly blurred.

**Resolution:**
Action button labels in IEG are now clearly presented.
"
SPM-127111,,Turn on contact log subject by default,CEF,,,,"**Issue Description:**
The Contact Log Subject feature which was introduced in SPM v8.0.3 to add an optional Subject field to Contact Logs is now turned on by default. The system property controlling this is:
 * Enable Contact Log Subject

If you do not want to make use of this feature follow the steps below to turn the property off.

**User Interface Impact:** No

**Steps to turn off Contact Log Subject:**
 # Log in as a system administrator.
 # Click System Configurations and expand the shortcuts panel.
 # Expand the Application Data section and click Property Administration.
 # Search for the property 'curam.contactlog.subject.enabled'
 # Use the row-level action to edit the value and set it to false. Click Save.
 # Publish the changes.
"
SPM-127110,,Turn on editable notes and contact logs by default,CEF,,,,"**Issue Description:**
The Editable Notes and Contact Logs feature which was introduced in SPM v8.0.3 to allow users to edit a note or a contact log after it has been created for a pre-configured period of time, is now turned on by default. There are four system properties relating to Editable Notes and Contact Logs. They are:
 * Enable Editable Note Text
 * Notes Editable Period Length
 * Enable Editable Contact Narrative in Contact Logs
 * Contact Narrative Editable Period Length

If you do not want to make use of this feature or you want to change the length of the editable period, follow the steps below.

**User Interface Impact:** No

**Steps to turn off Editable Notes and Contact Logs:**
 # Log in as a system administrator.
 # Click System Configurations and expand the shortcuts panel.
 # Expand the Application Data section and click Property Administration.
 # Search for the property 'curam.miscapp.editnoteenabled'
 # Use the row-level action to edit the value and set it to false. Click Save.
 # Search for the property 'curam.contactlog.narrative.edit.enabled'
 # Use the row-level action to edit the value and set it to false. Click Save.
 # Publish the changes.

**Steps to change the editable period length for notes and contact logs:**
 # Log in as a system administrator.
 # Click System Configurations and expand the shortcuts panel.
 # Expand the Application Data section and click Property Administration.
 # Search for the property 'curam.miscapp.editnoteperiodlength'
 # Use the row-level action to edit the value. Click Save.
 # Search for the property 'curam.contactlog.narrative.edit.period.length'
 # Use the row-level action to edit the value. Click Save.
 # Publish the changes.
"
SPM-127106,DT036658,Initial focus is incorrect on modals with paginated lists,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
When a user opens a modal with a paginated list, the initial focus goes to the pagination control rather than to the start of the list. A screen reader user is not informed of the content of the page. For example, the Locations popup modal on the New User modal.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as administrator
 # On the Administration Workspace expand the Shortcuts panel.
 # Under User, select New User.
 # On the New User modal, select the Location search icon.
 # The Locations modal is displayed.
 # Issue: The initial focus is on the pagination control at the end of the modal. The content of the modal is skipped.

**Resolution:**
The initial focus now goes to the start of the list as expected.
"
SPM-127105,DT036660,Focus disappears when tabbing through expandable lists in the application,Accessibility,,,,"**Issue Description:**
Focus disappears when navigating through sections of an expandable list using the keyboard.

**User Interface Impact:** No.

**Steps to Reproduce:**

**Scenario 1:**
1. Log in as a case worker.
2. Register a person.
3. Navigate to the Evidence tab.
4. Expand the Addresses evidence by clicking on toggle icon.
5. Press tab key to navigate to the Details tab.
6. Press tab key again.
Issue: Focus goes to invisible elements and user has to tab multiple times before focus goes to Case Participant cluster.

**Scenario 2:**
1. Log in as an eligibility caseworker.
2. Register a person and create a Food Assistance application case.
3. On the submitted application case navigate to the Evidence tab.
4. Expand Household Member evidence by clicking on toggle icon.
5. Press tab key to navigate to the Evidence Description link.
6. Press tab key again.
Issue: Focus goes to invisible elements and user has to tab multiple times before focus goes to Change Summary sortable column.

**Scenario 3:**
1. Log in as a caseworker.
2. Register a person and navigate to the Notes tab.
3. Add a New Note.
4. Expand the Note by clicking on toggle icon.
5. Press tab key to navigate to Overflow icon for the Note.
6. Press tab key again.
Issue: Focus goes to invisible elements and user has to tab multiple times before focus goes to Case Participant cluster.

**Scenario 4:**
1. Log in as an administrator.
2. Navigate to the Administration Workspace. 
3. Expand the Shortcuts menu and navigate to Rules and Evidence.
4. Click on Evidence sharing to open Evidence Sharing configs in new tab.
5. Expand an Evidence Sharing config by clicking on toggle icon.
6. Press tab key to navigate to Identical tab.
7. Press the tab key again.
Issue: Focus goes to invisible elements and the user has to tab multiple times before focus goes to Evidence Type sortable column.

**Resolution:**
Now, the invisible elements that were being focused on have been removed and tabbing goes directly to the next focusable element on the expandable list.
"
SPM-127104,,"Turn on Autorecovery by default ",CEF,,,,"**Issue Description:**
The Autorecovery feature which was introduced in SPM v8.0.3 to ensure there is no loss of data in the event of a system interruption is now turned on by default. There are two system properties relating to Autorecovery. They are:
 * Enable Autorecovery
 * Enable CuramFormsAPI

If you do not want to make use of this feature follow the steps below to turn these properties off.

**User Interface Impact:** No

**Steps to turn off Autorecovery:**
 # Log in as a system administrator.
 # Click System Configurations and expand the shortcuts panel.
 # Expand the Application Data section and click Property Administration.
 # Search for the property 'curam.sessionmanagement.tabsession.autorecovery.enabled'
 # Use the row-level action to edit the value and set it to false. Click Save.
 # Search for the property 'curam.sessionmanagement.tabsession.curamformsapi.enabled'
 # Use the row-level action to edit the value and set it to false. Click Save.
 # Publish the changes.
"
SPM-127101,DT036655,End date validation message incorrectly displays when Assigned Income has an end date and related income does not have an end date,CEF,Dynamic Evidence,,,"**Issue Description:**
When a caseworker enters an end date on Assigned Income evidence, the following validation message is incorrectly displayed if the related income evidence does not have an end date set: 'Assigned Income - End date must not be later than the related income end date. End of the related income is 1/1/0001.'

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an eligibility worker.
 # Register a new Person.
 # Submit an Income Support application for the person, for example, Cash, Food, or Medical Assistance.
 # From the Person home page, select the Income Support case.
 # Add Benefit evidence without an end date.
 # Add Trust evidence.
 # Add Income Trust Schedule evidence.
 # Add Assigned Income evidence.
 # On Assigned Income evidence, select Income Trust Schedule and Benefit and click Next.
 # Enter Assign Amount, Start Date and any End date and click Finish.
 # Issue: The following validation message is displayed: 'Assigned Income - End date must not be later than the related income end date. End of the related income is 1/1/0001'. This validation should not be displayed as the related income end date is blank.

**Resolution:**
This issue has been resolved by updating the logic to consider an empty end date on the Benefit evidence when Assigned Income evidence is end dated, the validation will not be displayed when related income evidence end date is blank."
SPM-127023,DT036614,Chevron icons for Shortcut panel and  Smart Panel do not include an alt text.,Accessibility,,,,"**Issue Description:**
The Shortcuts panel chevron icon, Smart Panel chevron icon and the single chevron icon within the Shortcut Panel are missing a valid alt text value.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a caseworker.
 # Navigate to the Cases and Outcomes tab.
 # Use the browser tools to inspect the HTML.
 # Inspect the chevron icon for expanding and closing the Shortcuts Panel.
 # Inspect the value for the single chevron icon facing down in the Shortcuts Panel.
 # Inspect the value for the single chevron icon facing up in the Shortcuts Panel.
 # Register a person.
 # Inspect the HTML for the Smart Panel chevron icon on the person's Home tab.
 # Issue: There is no valid alt text value for these chevron icons.

**Resolution:**
Alt text values have been added for these icons. An indicator as to whether the section is 'expanded' or 'contracted' has also been added to the single chevron icons in the Shortcuts Panel.
"
SPM-127010,,Refactor the WebLogic configure target to remove the dependency on the ant-contrib library,CEF,Application Development Environment,,,"**Issue Description:**
A dependency on the ant-contrib library was introduced to the WebLogic configure target in SPM version 8.0.0.0. The dependency is not necessary and the functionality that introduced this dependency can be refactored to use standard Apache Ant tasks. 

**User Interface Impact:**No

**Steps to Reproduce:** N/A

**Resolution:**
The functionality has been refactored using standard Apache Ant tasks and the dependency on the ant-contrib library has been removed from the configure target. There is no change in the output of the functionality as a result of this refactoring.
"
SPM-126918,DT036642,The Assessments and Decision Assist Questionnaire appears in an incorrect blue/orange colour scheme,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
The color scheme on the  Assessments and Decision Assist Questionnaire does not match the version 8 styling.

**User Interface Impact:** No

**Prerequisite(s):** 
Create an integrated case with a Juvenile Detention Assessment.

**Steps to Reproduce:**
# Log in as caseworker.
# Register a person.
# Create a case of the perquisite type for the newly registered person.
# Navigate to the Assessments tab and create New Assessment.
# Select Assessment and then Questionnaire.
# Issue: The colour scheme displayed is not as expected for version 8.

**Resolution:**
The colour scheme on the  Assessments and Decision Assist Questionnaire has been updated to  the version 8 styling.
"
SPM-126893,DT036636,Invalid HTML construct in <ul> element of the paginated list page navigation widget.,Accessibility,,,,"**Issue Description:**
The page navigation widget that is used to navigate between the pages of a paginated list is constructed using invalid HTML. A DIV element is incorrectly being used as a child element of a UL element which results in incorrect information about the number of pages in the list being communicated to screen reader users.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a System Administrator.
 # Expand the Shortcuts panel and select Code Tables from the Application Data pane.
 # Select the Search button to populate the search results area.
 # Locate the pagination widget that is used to navigate between each page of results.
 # Use the browser Developer Tools to inspect the HTML of the widget.
 # Issue: A DIV element is present as a child of the UL element.

**Resolution:**
The page navigation widget HTML has been updated to use valid HTML.
"
SPM-126856,DT036638,No visible indication that the columns on a list page can be sorted,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
There is no visible indication to a user that the columns on a list page can be sorted by selecting column headers.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as Administrator.
 # On the Administration workspace tab expand the Shortcuts panel.
 # Under Organization select My Organization.
 # Select the Structures tab and under Organization Structures select an organization.
 # A new tab will open displaying the selected organization, select the Positions tab to view the table that shows positions within the organization.
 # Issue: There is no indication to the user that the table data can be sorted by clicking a column header.

**Resolution:**
A visible indicator has been added to table headers that indicates content that can be sorted by selecting a column header.
"
SPM-126814,,Restore version number to prevent overwriting data during autorecovery,CEF,,,,"**Issue Description:**
It is possible for one user to overwrite changes made by another user when saving data in a modal that has been autorecovered.

**User Interface Impact**: No

**Steps to Reproduce:**
 # Log in as a caseworker and register a person.
 # Navigate to Client Contact, Communication Exceptions and create a new Email Communication Exception.
 # Edit the newly created Email Communication Exception by adding comments but do not save the changes yet.
 # Open a different browser and log in as a different caseworker.
 # Navigate to the Communication Exception created in the steps above and edit the communication method. Save the changes.
 # Go back to the first browser and refresh the window. Because autorecovery is enabled, the Communication Exception modal window is autorecovered.
 # Click save.
 # Issue: The save is permitted and results in the overwriting of the changes made to the communication method by the second caseworker in step 5.

**Resolution:**
This is now prevented in the same way it would have been had the modal not been autorecovered. The standard error message 'This record has been changed by another user. Please start again.' is displayed at step 7. This has been achieved by restoring the hidden version number field during autorecovery.
"
SPM-126780,DT036635,Alien Sponsor Earned Income is not being counted for Food Assistance,SOL,Income Support,,,"**Issue Description:**
When an application has an alien sponsor with earned income, the Food Assistance rules do not consider the earned income in the calculation of household income.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as an Income Support caseworker.
 # Register a person (Sponsored Alien).
 # Create an Income Support application for Food Assistance for this person.
 # Select the checkbox for the question ?Are there any other people living in the home??.
 # For the question ?Does the claimant have an SSN??, answer No.
 # For the question ?If the claimant has no SSN, has the claimant applied for one?, answer Yes.
 # For the question 'What is the claimant's citizen status?', answer Other and enter the following details.
 ** Alien Category is Alien
 ** Current Alien Status is Cuban/Haitian Entrant
 ** Alien registration number is 1234
 ** Date of entry is 1/1/2012
 ** Country/Region of Origin is Cuba
 # For the question 'Does the claimant have a sponsor?', answer Yes.
 # Residency Status is Permanent.
 # Living Arrangement is Home.
 # Add a second person, Sibling, who is a US Citizen, purchases and prepares food with the claimant and is a sibling of Sponsored Alien.
 # Submit the application.
 # Add Alien Sponsor evidence for Sibling.
 # Add Alien Sponsorship evidence.
 # Add Head Of Household evidence for Food Assistance for Sibling.
 # Add Work Registration for Food Assistance for Sponsored Alien and Sibling with status set to Registered.
 # Add Employment, Working Hours, Paid Employment and Earned Income of $2000 Monthly, Wages & Salaries for Sibling.
 # Apply Changes.
 # Check Eligibility.
 # View the Income tabs for the decision periods.
 # Issue: The Earned Income for Sibling is not counted and shows as $0 in the household income calculations.

**Resolution:**

The rules were not considering Paid Employment evidence recorded against case participant roles of type Alien Sponsor. The rules have been updated accordingly.

**Technical:**
Changes were made to the FAEligibilityUnitCalculator rule class within the EJBServer/components/ISFoodStamps/CREOLE_Rule_Sets/FoodAssistanceRuleSet.xml file.

The full list of rule attributes that were updated/added are
 # FoodAssistanceRuleSet.FAEligibilityUnitCalculator.allCaseParticipantRoleRecordsForIRU (updated)
 # FoodAssistanceRuleSet.FAEligibilityUnitCalculator.allCaseParticipantRoleRecords (new)
# FoodAssistanceRuleSet.FAEligibilityUnitCalculator.caseParticipantRoleRecordsForIRU (new)
 "
SPM-126766,,Generated post data access methods for <<nsread>> and non-void <<ns>> entity operations do not have access to the resulting data struct,CEF,Application Development Environment,Server Development Environment,Data Access Layer,"**Issue Description:**
Post-data-access exit points are generated methods produced by the Cu?ram Server Development Environment for Java (SDEJ) Code Generator. These methods get invoked by the infrastructure after accessing the database and before returning to the caller.
Post-data-access exit points which are generated for non-standard read entity operations (identified by the <<nsread>> stereotype) and for non-standard handcrafted SQL entity operations (identified by the <<ns>> stereotype) do not have access to the resulting data struct which may have been populated after accessing the database.

**User Interface Impact:** No

**Resolution:**
An additional argument in the method signature of post-data exit points for <<ns>> and <<nsread>> entity operations is now generated, which enables the resulting data struct from the database call to be accessed before returning to the caller.
If your custom code utilises Post-data-access exit points for these operation stereotypes it may be impacted by this change.

For more information about the changes associated with this update, see 'Generating an additional argument in the method signature of post-data exit points for <<ns>> and <<nsread>> entity operations' in the //Cúram Upgrade Guide//.
"
SPM-126748,DT036630,"When using a screen reader and pagination is enabled for a list, the paginated list control widget does not identify the currently selected page",Accessibility,,,,"**Issue Description:**
When pagination is enabled for a list, screen reader users are not informed of the current selected page when navigating through the paginated list control widget.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Enable a screen reader.
 # Log in as an administrator.
 # Expand the shortcuts panel in the Administration Workspace section.
 # Expand the User Interface section and select the Tabs link.
 # Go to the paginated list control widget and step over each numbered page link.
 # Issue: The screen reader does not identify which is the current selected page.

**Resolution:**
Screen reader users are now informed of the current selected page when navigating through the paginated list control widget.
"
SPM-126699,DT036667,An empty HTML heading element is  reported by screen readers on search pages,Accessibility,,,,"**Issue Description:**
On search pages, an empty HTML heading element exists which may cause confusion for screen reader users when navigating as the heading element will be reported as being present, but no heading text will be announced as the element is blank.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a caseworker.
 # Navigate to a search page from the shortcuts panel, such as the All Participants Search page.
 # Use the browser developer tools to inspect the HTML.
 # Issue: An empty <H2> HTML heading element is present on the page.

**Resolution:**
This issue has been resolved, the empty HTML heading element has been hidden and is no longer detected by screen readers on search pages.
"
SPM-126683,DT036668,"Content overlaps on the  Evidence dashboard when viewed zoomed to 200% ",CEF,Integrated Case Management,Evidence Management,,"**Issue Description:**
The expand/collapse toggle on the Evidence Dashboard is overlapping with the 'Evidence in Edit' label when viewed zoomed to 200%.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a caseworker.
 # Register a person.
 # Create an integrated case for the person and navigate to the Evidence Tab and open the Dashboard page.
 # Use the Browser Zoom feature and zoom to 200%.
 # Issue: The expand/collapse toggle on the Evidence Dashboard is overlapping with the 'Evidence in Edit' label.

**Resolution:**
Evidence dashboard content does not overlap when viewed zoomed to 200%.
"
SPM-126664,DT036628,Screen reader is not announcing descriptive information when Help dialog is opened in Intelligent Evidence Gathering script,Accessibility,,,,"**Issue Description:**
When using a supported screen reader to navigate through the Intelligent Evidence Gathering script, the screen reader is not announcing descriptive information when a Help icon is selected. The HTML role attribute value on the dialog is also incorrectly set to region.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a person and create a new application.
 # Select a Help Icon on the 'Information About You' IEG page.
 # Issue: Screen reader announces 'dialogHelp' and a string of numbers instead of descriptive information.

**Resolution:**
A screen reader now announces descriptive information when a user launches a Help dialog by selecting the Help icon beside an input field in an Intelligent Evidence Gathering script. The HTML role attribute value on the dialog is now set to dialog.
"
SPM-126641,,"Child Protection Services Intake Assessment checkboxes are not working as expected ",SOL,Child Welfare SDM,,,"**Issue Description:**
When populating a child protection assessment, some of the answer check boxes are not disabled or enabled when mutually exclusive answers have been selected or un-selected.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a Child Welfare Structured Decision Making intake worker.
 # Create new Intake with Category: Child Protection Services.
 # Choose Child Abuse or Neglect and click Save.
 # Navigate to the Participants tab.
 # From Participant menu select New Participant.
 # Add required participant details and set the role as: Alleged Victim. Click Finish.
 # With the Assessment tab now enabled, click on the Assessment tab.
 # In the Structured Decision Making Screening Assessment, navigate to question 7 - 'Has the child been a victim of any of the following forms of general neglect?'
 # Select the check boxes for any of the following options of question 7: 'Inadequate medical/mental health care', 'The child has no parent or guardian capable of providing appropriate care', 'Failure to protect.'
 # Issue: The 'None' checkbox should be automatically set to a disabled state, but it is still enabled.

**Resolution:**
The assessment script has been corrected to properly toggle any mutually exclusive answers.
"
SPM-126628,DT036625,"Instructional text for the multiple search popup control is only available to screenreader and mouse users ",CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
When the user is performing a search that requires the search scope to be selected in a dropdown. The instructional text in the tool tip displayed for the search icon contains instructions only available to screenreader and mouse users. 

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a Caseworker.
 # Navigate to the Inbox tab. 
 # Open the Tab action menu and select the New Task to open the New Task modal.
 # Issue: The Search icon tool tip information to 'ensure you have selected a value from the previous listbox' is available to mouse and screenreader users but not to a keyboard only user tabbing through the modal.

**Resolution:** Dropdowns without a blank option can no longer be cleared. The instructional text ' ensure you have selected a value from the previous listbox' has been removed as it is no longer required.
"
SPM-126597,,Update the versions of axis.jar and xmlbeans to the latest versions in BIRT,Third Party Updates,,,,"BIRT is an open source component, which provides a development and execution environment for report content. BIRT is used primarily as a tool for the development and execution of charting and tabular data.

The following JAR updates were made in the BirtViewer:
 * BIApp/CuramBIRTViewer/WebContent/WEB-INF/platform/plugins/uk.co.spudsoft.birt.emitters.excel_4.8.0.v201806261756/lib/xmlbeans-3.1.0.jar
 * BIApp/CuramBIRTViewer/WebContent/WEB-INF/lib/axis.jar

Note that any references in custom scripts and other artifacts to the updated JAR files listed above must be updated.
"
SPM-126596,,Remove image2 plugin from ckeditor,Third Party Updates,,,,"CKEditor is a rich text editor which enables writing content directly inside web pages or online applications.

The CKEditor Enhanced Image plugin was not used by Social Program Management and it has been removed.

The following plugin folders have been removed:
 * webclient/WebContent/cefwidgets/ckeditor/plugins/image2
 * webclient/WebContent/cefwidgets/ckeditor/_source/plugins/image2
 "
SPM-126552,DT036619,The application banner logo overlaps the search bar while zooming at certain resolutions,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
The logo overlaps the application search in the application banner while zooming at certain resolutions.

**User Interface Impact:** No

**Prerequisites:**
A logo is displayed on the application banner.

**Steps to Reproduce:**
 # Log in as Caseworker.
 # Reduce the browser resolution, for example to 1280x720p.
 # Increase the browser zoom to 200%.
 # Issue: At 200% zoom, the logo overlaps the application search in the application banner.

**Resolution:**
The application banner content does not overlap at 200% zoom. 
When horizontal space is limited, the application search reduces in width. If the available space is reduced further, the application banner contents scrolls horizontally. If a reduced application search is selected it is displayed with the original width.
"
SPM-126453,DT036612,"Service Invoice status is not updated correctly when the status of a related Service Invoice Line Item (SILI) is set to Open ",ENT,Financial Management,,,"**Issue Description:**

When correcting the status of a Service Invoice Line Item (SILI), the status of the corresponding Service Invoice is not correctly updated.

**User Interface Impact:** No

**Prerequisite(s):**
 # Register a Person and create a Social Assistance case for them. Note the reference numbers of the Person and Case.
 # Note the reference number of a Provider who provides child care. 

**Steps to Reproduce**:
 # Login as a financial user.
 # Select the Transactions and Accounts tab to expand the Shortcuts panel.
 # Expand the Invoices section and select New Service Invoice.
 # Populate the Originator Reference field with the reference number of the Provider from above. Click Save.
 # The Service Invoice tab will open, select the New Line Item option from the Service Invoice context panel. 
 # Populate the fields of the Line Item as follows, then click Save:
 ** Service: search for Child Care.
 ** Case Reference: use the Case reference number from above.
 ** Number of Units: 1
 ** Unit Amount: 80
 ** Amount Invoiced: 80
 ** Provider Details - Reference: use the reference number of the Provider from above.
 ** Client Details - Reference: use the reference number of the Person from above.
 # Select the Invoice Line Items tab, the Open Line Items section will be displayed by default.
 # Select the Submit action from the Open Line Items actions. 
 # Select the checkbox for the Line Item created above and Submit.
 # Go to the Pending Line Items tab and Approve the Line Item.
 # After approving the Service Invoice Line Item, the Service Invoice will have a status of Complete.
 # Select the All Line Items tab and choose the Edit option on the completed line item.
 # Change the Unit Amount and Amount Invoiced to a different value. Add a Correction Reason and click Save.
 # Issue: The Service Invoice Line Item status goes back to Open, but the Service Invoice status remains Complete

**Resolution:**
The status of the Service Invoice has been corrected to be calculated from the status of any corresponding Service Invoice Line Items. If any of those are Open or under correction, the status of the Service Invoice will be 'In Progress'.
"
SPM-126217,,Citizen Context Viewer (CCV) windows for case members remains open after the user has logged out of the application,CEF,,,,"**Issue Description:** 
Citizen context viewer (CCV) windows for case members remain open even after the user has logged out of the Cúram application.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a caseworker.
 # Register a new person.
 # Create an integrated case for the person.
 # Click the Citizen Context Viewer icon to launch a new CCV window for the case member.
 # Navigate back to the main application window and log out of the application.
 # Issue: The CCV window remains open.

**Resolution:**
The issue has been resolved. The CCV window now closes when the user logs out of the application.
"
SPM-125981,DT036339,Unexpected overpayment is created when a case is suspended after the eligibility determination end date,ENT,Financial Management,,,"**Issue Description:**
Unexpected overpayment is created after a case is suspended when a person was eligible for one component and ineligible for a second component but later became eligible for the second component

**User Interface Impact:** No

**Prerequisite(s):**
A product exists with two components where the eligibility of each component can be controlled separately.

**Steps to Reproduce:**
 # Login as a caseworker.
 # Register a person and create an integrated case.
 # Add any required evidence to the integrated case to make the person eligible for the first component and ineligible for the second component.
 # Create a product delivery case.
 # Submit, approve and activate the product delivery case.
 # Navigate to the Financials tab on the product delivery case and issue a payment.
 # Navigate back to the integrated case and modify the evidence such that the previously ineligible component becomes eligible.
 # Apply changes.
 # Suspend the product delivery case such that the date of suspension is after the eligibility end date on both components.
 # Navigate to the Over and Under Payments page on the Financials tab.
# Issue: An overpayment is created for the payment issued in step 6.

**Resolution:**
This issue has been resolved by correcting the logic for suspending a product delivery case where multiple components exist. An incorrect over payment is not generated.
"
SPM-125978,DT036340,"Unexpected overpayment is created after a product delivery case is closed ",ENT,Financial Management,,,"**Issue Description**
?Unexpected overpayment is created after a case is closed when a person was eligible for one component and ineligible for a second component but later became eligible for the second component.

**User Interface Impact:** No

**Prerequisite(s):**
?A product exists with two components where the eligibility of each component can be controlled separately.

**Steps to Reproduce:**
 # Login as a caseworker
 # Register a person and create an integrated case.
 # Add any required evidence to the integrated case to make the person eligible for the first component and ineligible for the second component.
 # Create a product delivery case.
 # Submit, approve and activate the product delivery case.
 # Navigate to the Financials tab on the product delivery case and issue a payment.
 # Navigate back to the integrated case and modify the evidence such that the previously ineligible component becomes eligible.
 # Apply changes.
 # Close the product delivery case such that the closure date is after the eligibility end date on both components.
 # Navigate to the Over and Under Payments page on the Financials tab.
 # Issue: An overpayment is created for the payment issued in step 6.

**Resolution:**
This issue has been resolved by correcting the logic for closing a product delivery case where multiple components exist and an incorrect overpayment will no longer be generated.
"
SPM-125963,,Remove the deprecated Cúram Provider Management (CPM) Performance Measurement feature and related artifacts from the Social Program Management (SPM) Deliverable,Code Removal,,,,"The Cúram Provider Management (CPM) Performance Monitoring functionality that provided the ability to configure performance measures and evaluation criteria for a provider to enable agencies to measure provider performance was deprecated in SPM v7.0.0.0. The code artifacts associated with the feature have now been removed. All of the references to this feature in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf] 
"
SPM-125955,,Remove the deprecated Cúram Provider Management (CPM) Taxonomy feature and related artifacts from the Social Program Management (SPM) Deliverable,Code Removal,,,,"The Cúram Provider Management (CPM) Taxonomy functionality that provided the ability to establish a hierarchy of terms and index those terms to provider service offerings for use in searching for services was deprecated in SPM 7.0.0.0 The code artifacts associated with the feature have now been removed. All of the references to this feature in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf] 
"
SPM-125858,DT036325,Focus is lost when using the Tab key in the date picker,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
When keyboard users navigate through days on the date picker, pressing the Tab key causes the focus to move from the date picker to the page refresh icon.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a Caseworker.
 # Navigate to the Person Search.
 # Using the keyboard, tab to 'Date of Birth'.   
 # Press the down arrow key to navigate the day selection.
 # Issue: If the Tab key is pressed while on the day selection, the focus moves from the date picker to the page refresh icon. 

**Resolution:**
The focus now moves as expected when a keyboard user navigates through days on the date picker with the Tab key.
"
SPM-125843,DT036321,Date picker month and year selectors are not keyboard accessible,Accessibility,,,,"**Issue Description:**
A keyboard user cannot use the date picker as the month and year selectors are not keyboard accessible.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as a Caseworker.
 # Navigate to the Person Search.
 # Using the keyboard, tab to 'Date of Birth'.   
 # Issue: The month and year navigation on the date picker is not accessible by using the keyboard. 

**Resolution:**
A keyboard user can now use the month and year selectors on the date picker.
"
SPM-125803,DT036319,Links to the Citizen Context Viewer from a Case Context Panel have a generic text description,Accessibility,,,,"**Issue Description:**
The links to the Citizen Context Viewer available in the Context Panel of a case have a generic text  description of 'Citizen Context Viewer'. This causes an accessibility issue when there are multiple participants on a case. Screen reader users cannot differentiate between the Citizen Context Viewer links displayed in the Context Panel.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Login as caseworker.
 # Register a person.
 # Select 'New Application Form?'.
 # Enter information for a parent and child.
 # Submit the application. 
 # Open the Insurance Affordability Application.
 # Tab to the icon link to the Citizen Context Viewer on the parent and child images.
 # Issue: Screen reader will announce the generic text 'Citizen Context Viewer'.

**Resolution:**
The participant's name and age have been added to the existing text on the icon link to the Citizen Context Viewer. This new text has been implemented for all icon links to the Citizen Context Viewer across the application.
"
SPM-125798,,Inline menu items on action menus are enabled by default,CEF,,,,"The following application properties are set to True so that inline menu items on action menus are enabled by default.
* curam.actionmenus.display-inline.enabled.tab  
* curam.actionmenus.display-inline.enabled.page 
* curam.actionmenus.display-inline.enabled.list 
"
